Sample,Round,Depth,Date,Lake,Location,Parasite,Concentration,ConcentrationLog10Plus1
C9NS3,9,3,9/27/21,Cedar,Nearshore,Ordospora,103.2,2.017867719
C9NS4,9,4,9/27/21,Cedar,Nearshore,Ordospora,31820,4.502713824
C10NS0,10,0,10/11/21,Cedar,Nearshore,Ordospora,0,0
C10NS1,10,1,10/11/21,Cedar,Nearshore,Ordospora,513.85,2.711680717
C10NS2,10,2,10/11/21,Cedar,Nearshore,Ordospora,206.4,2.316808752
C10NS3,10,3,10/11/21,Cedar,Nearshore,Ordospora,0,0
C10NS4,10,4,10/11/21,Cedar,Nearshore,Ordospora,19737,4.295303145
C11NS0,11,0,10/25/21,Cedar,Nearshore,Ordospora,718.1,2.856789289
C11NS1,11,1,10/25/21,Cedar,Nearshore,Ordospora,0,0
C11NS2,11,2,10/25/21,Cedar,Nearshore,Ordospora,0,0
C11NS3,11,3,10/25/21,Cedar,Nearshore,Ordospora,0,0
C11NS4,11,4,10/25/21,Cedar,Nearshore,Ordospora,5656.65,3.752636077
C12NS0,12,0,11/8/21,Cedar,Nearshore,Ordospora,0,0
C12NS1,12,1,11/8/21,Cedar,Nearshore,Ordospora,0,0
C12NS2,12,2,11/8/21,Cedar,Nearshore,Ordospora,0,0
C12NS3,12,3,11/8/21,Cedar,Nearshore,Ordospora,410.65,2.61452812
C12NS4,12,4,11/8/21,Cedar,Nearshore,Ordospora,23951,4.379341783
C1NS1,1,1,6/11/21,Cedar,Nearshore,Metschnikowia,0,0
C1NS2,1,2,6/11/21,Cedar,Nearshore,Metschnikowia,0,0
C1NS3,1,3,6/11/21,Cedar,Nearshore,Metschnikowia,0,0
C1NS4,1,4,6/11/21,Cedar,Nearshore,Metschnikowia,103.2,2.017867719
C2NS1,2,1,6/21/21,Cedar,Nearshore,Metschnikowia,0,0
C2NS2,2,2,6/21/21,Cedar,Nearshore,Metschnikowia,0,0
C2NS3,2,3,6/21/21,Cedar,Nearshore,Metschnikowia,0,0
C2NS4,2,4,6/21/21,Cedar,Nearshore,Metschnikowia,0,0
C3NS1,3,1,7/6/21,Cedar,Nearshore,Metschnikowia,0,0
C3NS2,3,2,7/6/21,Cedar,Nearshore,Metschnikowia,0,0
C3NS3,3,3,7/6/21,Cedar,Nearshore,Metschnikowia,0,0
C3NS4,3,4,7/6/21,Cedar,Nearshore,Metschnikowia,0,0
C4NS1,4,1,7/23/21,Cedar,Nearshore,Metschnikowia,0,0
C4NS2,4,2,7/23/21,Cedar,Nearshore,Metschnikowia,0,0
C4NS3,4,3,7/23/21,Cedar,Nearshore,Metschnikowia,0,0
C4NS4,4,4,7/23/21,Cedar,Nearshore,Metschnikowia,103.2,2.017867719
C5NS1,5,1,8/2/21,Cedar,Nearshore,Metschnikowia,0,0
C5NS2,5,2,8/2/21,Cedar,Nearshore,Metschnikowia,0,0
C5NS3,5,3,8/2/21,Cedar,Nearshore,Metschnikowia,0,0
C6NS1,6,1,8/16/21,Cedar,Nearshore,Metschnikowia,0,0
C6NS2,6,2,8/16/21,Cedar,Nearshore,Metschnikowia,0,0
C6NS3,6,3,8/16/21,Cedar,Nearshore,Metschnikowia,0,0
C6NS4,6,4,8/16/21,Cedar,Nearshore,Metschnikowia,0,0
C7NS1,7,1,8/30/21,Cedar,Nearshore,Metschnikowia,103.2,2.017867719
C7NS2,7,2,8/30/21,Cedar,Nearshore,Metschnikowia,0,0
C7NS3,7,3,8/30/21,Cedar,Nearshore,Metschnikowia,0,0
C7NS4,7,4,8/30/21,Cedar,Nearshore,Metschnikowia,0,0
C8NS0,8,0,9/13/21,Cedar,Nearshore,Metschnikowia,0,0
C8NS1,8,1,9/13/21,Cedar,Nearshore,Metschnikowia,0,0
C8NS2,8,2,9/13/21,Cedar,Nearshore,Metschnikowia,0,0
C8NS3,8,3,9/13/21,Cedar,Nearshore,Metschnikowia,0,0
C8NS4,8,4,9/13/21,Cedar,Nearshore,Metschnikowia,0,0
C9NS0,9,0,9/27/21,Cedar,Nearshore,Metschnikowia,0,0
C9NS2,9,2,9/27/21,Cedar,Nearshore,Metschnikowia,0,0
C9NS3,9,3,9/27/21,Cedar,Nearshore,Metschnikowia,0,0
C9NS4,9,4,9/27/21,Cedar,Nearshore,Metschnikowia,0,0
C10NS0,10,0,10/11/21,Cedar,Nearshore,Metschnikowia,0,0
C10NS1,10,1,10/11/21,Cedar,Nearshore,Metschnikowia,103.2,2.017867719
C10NS2,10,2,10/11/21,Cedar,Nearshore,Metschnikowia,0,0
C10NS3,10,3,10/11/21,Cedar,Nearshore,Metschnikowia,0,0
C10NS4,10,4,10/11/21,Cedar,Nearshore,Metschnikowia,0,0
C11NS0,11,0,10/25/21,Cedar,Nearshore,Metschnikowia,0,0
C11NS1,11,1,10/25/21,Cedar,Nearshore,Metschnikowia,0,0
C11NS2,11,2,10/25/21,Cedar,Nearshore,Metschnikowia,0,0
C11NS3,11,3,10/25/21,Cedar,Nearshore,Metschnikowia,0,0
C11NS4,11,4,10/25/21,Cedar,Nearshore,Metschnikowia,0,0
C12NS0,12,0,11/8/21,Cedar,Nearshore,Metschnikowia,0,0
C12NS1,12,1,11/8/21,Cedar,Nearshore,Metschnikowia,103.2,2.017867719
C12NS2,12,2,11/8/21,Cedar,Nearshore,Metschnikowia,0,0
C12NS3,12,3,11/8/21,Cedar,Nearshore,Metschnikowia,0,0
C12NS4,12,4,11/8/21,Cedar,Nearshore,Metschnikowia,0,0
C1NS1,1,1,6/11/21,Cedar,Nearshore,Pasteuria,0,0
C1NS2,1,2,6/11/21,Cedar,Nearshore,Pasteuria,0,0
C1NS3,1,3,6/11/21,Cedar,Nearshore,Pasteuria,0,0
C1NS4,1,4,6/11/21,Cedar,Nearshore,Pasteuria,2261.8,3.35464617
C2NS1,2,1,6/21/21,Cedar,Nearshore,Pasteuria,0,0
C2NS2,2,2,6/21/21,Cedar,Nearshore,Pasteuria,0,0
C2NS3,2,3,6/21/21,Cedar,Nearshore,Pasteuria,103.2,2.017867719
C2NS4,2,4,6/21/21,Cedar,Nearshore,Pasteuria,0,0
C3NS1,3,1,7/6/21,Cedar,Nearshore,Pasteuria,0,0
C3NS2,3,2,7/6/21,Cedar,Nearshore,Pasteuria,0,0
C3NS3,3,3,7/6/21,Cedar,Nearshore,Pasteuria,103.2,2.017867719
C3NS4,3,4,7/6/21,Cedar,Nearshore,Pasteuria,3578.89,3.553869682
C4NS1,4,1,7/23/21,Cedar,Nearshore,Pasteuria,0,0
C4NS2,4,2,7/23/21,Cedar,Nearshore,Pasteuria,103.2,2.017867719
C4NS3,4,3,7/23/21,Cedar,Nearshore,Pasteuria,0,0
C4NS4,4,4,7/23/21,Cedar,Nearshore,Pasteuria,1130.9,3.05380806
C5NS1,5,1,8/2/21,Cedar,Nearshore,Pasteuria,206.4,2.316808752
C5NS2,5,2,8/2/21,Cedar,Nearshore,Pasteuria,103.2,2.017867719
C5NS3,5,3,8/2/21,Cedar,Nearshore,Pasteuria,0,0
C6NS1,6,1,8/16/21,Cedar,Nearshore,Pasteuria,0,0
C6NS2,6,2,8/16/21,Cedar,Nearshore,Pasteuria,103.2,2.017867719
C6NS3,6,3,8/16/21,Cedar,Nearshore,Pasteuria,0,0
C6NS4,6,4,8/16/21,Cedar,Nearshore,Pasteuria,307.45,2.489184775
C7NS1,7,1,8/30/21,Cedar,Nearshore,Pasteuria,103.2,2.017867719
C7NS2,7,2,8/30/21,Cedar,Nearshore,Pasteuria,0,0
C7NS3,7,3,8/30/21,Cedar,Nearshore,Pasteuria,103.2,2.017867719
C7NS4,7,4,8/30/21,Cedar,Nearshore,Pasteuria,6088.8,3.78460303
C8NS0,8,0,9/13/21,Cedar,Nearshore,Pasteuria,0,0
C8NS1,8,1,9/13/21,Cedar,Nearshore,Pasteuria,103.2,2.017867719
C8NS2,8,2,9/13/21,Cedar,Nearshore,Pasteuria,0,0
C8NS3,8,3,9/13/21,Cedar,Nearshore,Pasteuria,103.2,2.017867719
C8NS4,8,4,9/13/21,Cedar,Nearshore,Pasteuria,3188.45,3.503715798
C9NS0,9,0,9/27/21,Cedar,Nearshore,Pasteuria,103.2,2.017867719
C9NS2,9,2,9/27/21,Cedar,Nearshore,Pasteuria,0,0
C9NS3,9,3,9/27/21,Cedar,Nearshore,Pasteuria,103.2,2.017867719
C9NS4,9,4,9/27/21,Cedar,Nearshore,Pasteuria,10857.5,4.035769836
C10NS0,10,0,10/11/21,Cedar,Nearshore,Pasteuria,0,0
C10NS1,10,1,10/11/21,Cedar,Nearshore,Pasteuria,0,0
C10NS2,10,2,10/11/21,Cedar,Nearshore,Pasteuria,0,0
C10NS3,10,3,10/11/21,Cedar,Nearshore,Pasteuria,103.2,2.017867719
C10NS4,10,4,10/11/21,Cedar,Nearshore,Pasteuria,3604.905,3.557014281
C11NS0,11,0,10/25/21,Cedar,Nearshore,Pasteuria,0,0
C11NS1,11,1,10/25/21,Cedar,Nearshore,Pasteuria,103.2,2.017867719
C11NS2,11,2,10/25/21,Cedar,Nearshore,Pasteuria,0,0
C11NS3,11,3,10/25/21,Cedar,Nearshore,Pasteuria,103.2,2.017867719
C11NS4,11,4,10/25/21,Cedar,Nearshore,Pasteuria,2160.75,3.334805468
C12NS0,12,0,11/8/21,Cedar,Nearshore,Pasteuria,103.2,2.017867719
C12NS1,12,1,11/8/21,Cedar,Nearshore,Pasteuria,0,0
C12NS2,12,2,11/8/21,Cedar,Nearshore,Pasteuria,0,0
C12NS3,12,3,11/8/21,Cedar,Nearshore,Pasteuria,103.2,2.017867719
C12NS4,12,4,11/8/21,Cedar,Nearshore,Pasteuria,3392.7,3.530673448
C1NS1,1,1,6/11/21,Cedar,Nearshore,Spirobacillus,32658.5,4.514009532
C1NS2,1,2,6/11/21,Cedar,Nearshore,Spirobacillus,0,0
C1NS3,1,3,6/11/21,Cedar,Nearshore,Spirobacillus,54567,4.736938037
C1NS4,1,4,6/11/21,Cedar,Nearshore,Spirobacillus,79915.5,4.902636455
C2NS1,2,1,6/21/21,Cedar,Nearshore,Spirobacillus,80195,4.904152707
C2NS2,2,2,6/21/21,Cedar,Nearshore,Spirobacillus,148844.5,5.172735709
C2NS3,2,3,6/21/21,Cedar,Nearshore,Spirobacillus,224890,5.351972076
C2NS4,2,4,6/21/21,Cedar,Nearshore,Spirobacillus,116745,5.06724201
C3NS1,3,1,7/6/21,Cedar,Nearshore,Spirobacillus,278640,5.44504502
C3NS2,3,2,7/6/21,Cedar,Nearshore,Spirobacillus,787545,5.89627593
C3NS3,3,3,7/6/21,Cedar,Nearshore,Spirobacillus,366575,5.564164028
C3NS4,3,4,7/6/21,Cedar,Nearshore,Spirobacillus,242059.9,5.383924644
C4NS1,4,1,7/23/21,Cedar,Nearshore,Spirobacillus,94621.5,4.975994418
C4NS2,4,2,7/23/21,Cedar,Nearshore,Spirobacillus,105113.5,5.021662629
C4NS3,4,3,7/23/21,Cedar,Nearshore,Spirobacillus,81721.5,4.912341644
C4NS4,4,4,7/23/21,Cedar,Nearshore,Spirobacillus,27907,4.445728714
C5NS1,5,1,8/2/21,Cedar,Nearshore,Spirobacillus,28638,4.456957849
C5NS2,5,2,8/2/21,Cedar,Nearshore,Spirobacillus,24574.5,4.390502363
C5NS3,5,3,8/2/21,Cedar,Nearshore,Spirobacillus,31024.5,4.491718789
C6NS1,6,1,8/16/21,Cedar,Nearshore,Spirobacillus,46633.5,4.668707325
C6NS2,6,2,8/16/21,Cedar,Nearshore,Spirobacillus,0,0
C6NS3,6,3,8/16/21,Cedar,Nearshore,Spirobacillus,27068.5,4.432480234
C6NS4,6,4,8/16/21,Cedar,Nearshore,Spirobacillus,54180,4.733847016
C7NS1,7,1,8/30/21,Cedar,Nearshore,Spirobacillus,27670.5,4.442032702
C7NS2,7,2,8/30/21,Cedar,Nearshore,Spirobacillus,22295.5,4.348236695
C7NS3,7,3,8/30/21,Cedar,Nearshore,Spirobacillus,20829.2,4.31869344
C7NS4,7,4,8/30/21,Cedar,Nearshore,Spirobacillus,36842.4,4.566359701
C8NS0,8,0,9/13/21,Cedar,Nearshore,Spirobacillus,14417.9,4.15893213
C8NS1,8,1,9/13/21,Cedar,Nearshore,Spirobacillus,8546.25,3.931826407
C8NS2,8,2,9/13/21,Cedar,Nearshore,Spirobacillus,0,0
C8NS3,8,3,9/13/21,Cedar,Nearshore,Spirobacillus,12665.65,4.10266177
C8NS4,8,4,9/13/21,Cedar,Nearshore,Spirobacillus,18567.4,4.268774483
C9NS0,9,0,9/27/21,Cedar,Nearshore,Spirobacillus,12678.55,4.103103841
C9NS2,9,2,9/27/21,Cedar,Nearshore,Spirobacillus,17627.85,4.246223982
C9NS3,9,3,9/27/21,Cedar,Nearshore,Spirobacillus,0,0
C9NS4,9,4,9/27/21,Cedar,Nearshore,Spirobacillus,38334.5,4.583601132
C10NS0,10,0,10/11/21,Cedar,Nearshore,Spirobacillus,129473,5.112182565
C10NS1,10,1,10/11/21,Cedar,Nearshore,Spirobacillus,28638,4.456957849
C10NS2,10,2,10/11/21,Cedar,Nearshore,Spirobacillus,40527.5,4.60776053
C10NS3,10,3,10/11/21,Cedar,Nearshore,Spirobacillus,31196.5,4.494119793
C10NS4,10,4,10/11/21,Cedar,Nearshore,Spirobacillus,21269.52,4.327778107
C11NS0,11,0,10/25/21,Cedar,Nearshore,Spirobacillus,13170.9,4.119648425
C11NS1,11,1,10/25/21,Cedar,Nearshore,Spirobacillus,13246.15,4.122122454
C11NS2,11,2,10/25/21,Cedar,Nearshore,Spirobacillus,14228.7,4.153195744
C11NS3,11,3,10/25/21,Cedar,Nearshore,Spirobacillus,13185.95,4.12014436
C11NS4,11,4,10/25/21,Cedar,Nearshore,Spirobacillus,15370.35,4.186712011
C12NS0,12,0,11/8/21,Cedar,Nearshore,Spirobacillus,1954.35,3.291224506
C12NS1,12,1,11/8/21,Cedar,Nearshore,Spirobacillus,1335.15,3.125855216
C12NS2,12,2,11/8/21,Cedar,Nearshore,Spirobacillus,1747.95,3.242777394
C12NS3,12,3,11/8/21,Cedar,Nearshore,Spirobacillus,1851.15,3.267676156
C12NS4,12,4,11/8/21,Cedar,Nearshore,Spirobacillus,8232.35,3.915576578
C1S1,1,1,6/11/21,Cedar,Intermediate,Blastulidium,103.2,2.017867719
C1S2,1,2,6/11/21,Cedar,Intermediate,Blastulidium,926.65,2.967384149
C1S3,1,3,6/11/21,Cedar,Intermediate,Blastulidium,513.85,2.711680717
C1S4,1,4,6/11/21,Cedar,Intermediate,Blastulidium,1130.9,3.05380806
C1S5,1,5,6/11/21,Cedar,Intermediate,Blastulidium,617.05,2.791023611
C1S6,1,6,6/11/21,Cedar,Intermediate,Blastulidium,513.85,2.711680717
C1S7,1,7,6/11/21,Cedar,Intermediate,Blastulidium,69273,4.840570265
C2S1,2,1,6/21/21,Cedar,Intermediate,Blastulidium,206.4,2.316808752
C2S2,2,2,6/21/21,Cedar,Intermediate,Blastulidium,0,0
C2S3,2,3,6/21/21,Cedar,Intermediate,Blastulidium,206.4,2.316808752
C2S4,2,4,6/21/21,Cedar,Intermediate,Blastulidium,7421.8,3.870567759
C2S5,2,5,6/21/21,Cedar,Intermediate,Blastulidium,821.3,2.91503029
C2S6,2,6,6/21/21,Cedar,Intermediate,Blastulidium,720.25,2.858085826
C2S7,2,7,6/21/21,Cedar,Intermediate,Blastulidium,0,0
C3S1,3,1,7/6/21,Cedar,Intermediate,Blastulidium,614.9,2.789510204
C3S2,3,2,7/6/21,Cedar,Intermediate,Blastulidium,1027.7,3.01228874
C3S3,3,3,7/6/21,Cedar,Intermediate,Blastulidium,1541.55,3.18823925
C3S4,3,4,7/6/21,Cedar,Intermediate,Blastulidium,3493.75,3.543416114
C3S5,3,5,7/6/21,Cedar,Intermediate,Blastulidium,103.2,2.017867719
C3S6,3,6,7/6/21,Cedar,Intermediate,Blastulidium,0,0
C3S7,3,7,7/6/21,Cedar,Intermediate,Blastulidium,3595.875,3.555925345
C4S1,4,1,7/23/21,Cedar,Intermediate,Blastulidium,8335.55,3.920986359
C4S2,4,2,7/23/21,Cedar,Intermediate,Blastulidium,4020.5,3.604388073
C4S3,4,3,7/23/21,Cedar,Intermediate,Blastulidium,8443.05,3.926550796
C4S4,4,4,7/23/21,Cedar,Intermediate,Blastulidium,6993.95,3.844784614
C4S5,4,5,7/23/21,Cedar,Intermediate,Blastulidium,38098,4.580913577
C4S6,4,6,7/23/21,Cedar,Intermediate,Blastulidium,486.072,2.687593164
C5S1,5,1,8/2/21,Cedar,Intermediate,Blastulidium,1952.2,3.290746716
C5S2,5,2,8/2/21,Cedar,Intermediate,Blastulidium,1231.95,3.090945465
C5S3,5,3,8/2/21,Cedar,Intermediate,Blastulidium,1339.45,3.127250619
C5S4,5,4,8/2/21,Cedar,Intermediate,Blastulidium,307.45,2.489184775
C5S5,5,5,8/2/21,Cedar,Intermediate,Blastulidium,1911.221,3.281538083
C5S6,5,6,8/2/21,Cedar,Intermediate,Blastulidium,1335.15,3.125855216
C6S1,6,1,8/16/21,Cedar,Intermediate,Blastulidium,5035.3,3.702111592
C6S2,6,2,8/16/21,Cedar,Intermediate,Blastulidium,4626.8,3.665374582
C6S3,6,3,8/16/21,Cedar,Intermediate,Blastulidium,0,0
C6S4,6,4,8/16/21,Cedar,Intermediate,Blastulidium,513.85,2.711680717
C6S5,6,5,8/16/21,Cedar,Intermediate,Blastulidium,82431,4.916095837
C6S6,6,6,8/16/21,Cedar,Intermediate,Blastulidium,1696.35,3.229771405
C7S1,7,1,8/30/21,Cedar,Intermediate,Blastulidium,0,0
C7S2,7,2,8/30/21,Cedar,Intermediate,Blastulidium,1952.2,3.290746716
C7S3,7,3,8/30/21,Cedar,Intermediate,Blastulidium,924.5,2.966376423
C7S4,7,4,8/30/21,Cedar,Intermediate,Blastulidium,5450.25,3.7364961
C7S5,7,5,8/30/21,Cedar,Intermediate,Blastulidium,2057.55,3.31356142
C7S6,7,6,8/30/21,Cedar,Intermediate,Blastulidium,2342.69375,3.369900862
C8S1,8,1,9/13/21,Cedar,Intermediate,Blastulidium,2055.9375,3.313221096
C8S2,8,2,9/13/21,Cedar,Intermediate,Blastulidium,720.25,2.858085826
C8S3,8,3,9/13/21,Cedar,Intermediate,Blastulidium,15037.1,4.177192968
C8S4,8,4,9/13/21,Cedar,Intermediate,Blastulidium,5972.7,3.776243408
C8S5,8,5,9/13/21,Cedar,Intermediate,Blastulidium,2485.4,3.395570997
C8S6,8,6,9/13/21,Cedar,Intermediate,Blastulidium,19186.6,4.283020656
C9S0,9,0,9/27/21,Cedar,Intermediate,Blastulidium,1952.2,3.290746716
C9S1,9,1,9/27/21,Cedar,Intermediate,Blastulidium,2569.25,3.409975368
C9S2,9,2,9/27/21,Cedar,Intermediate,Blastulidium,0,0
C9S3,9,3,9/27/21,Cedar,Intermediate,Blastulidium,2984.2,3.474973433
C9S4,9,4,9/27/21,Cedar,Intermediate,Blastulidium,6482.25,3.811792769
C9S5,9,5,9/27/21,Cedar,Intermediate,Blastulidium,6486.55,3.812080718
C9S6,9,6,9/27/21,Cedar,Intermediate,Blastulidium,2535065,6.403989271
C10S0,10,0,10/11/21,Cedar,Intermediate,Blastulidium,5654.5,3.752471007
C10S1,10,1,10/11/21,Cedar,Intermediate,Blastulidium,6809.05,3.833150301
C10S2,10,2,10/11/21,Cedar,Intermediate,Blastulidium,3186.3,3.503422943
C10S3,10,3,10/11/21,Cedar,Intermediate,Blastulidium,7408.9,3.869812347
C10S4,10,4,10/11/21,Cedar,Intermediate,Blastulidium,12990.3,4.113652612
C10S5,10,5,10/11/21,Cedar,Intermediate,Blastulidium,120249.5,5.080086891
C10S6,10,6,10/11/21,Cedar,Intermediate,Blastulidium,13641.75,4.134901921
C11S0,11,0,10/25/21,Cedar,Intermediate,Blastulidium,5235.25,3.719020373
C11S1,11,1,10/25/21,Cedar,Intermediate,Blastulidium,18455.6,4.2661517
C11S2,11,2,10/25/21,Cedar,Intermediate,Blastulidium,3614.15,3.558126322
C11S3,11,3,10/25/21,Cedar,Intermediate,Blastulidium,19504.8,4.290163767
C11S4,11,4,10/25/21,Cedar,Intermediate,Blastulidium,3704.45,3.568840957
C11S5,11,5,10/25/21,Cedar,Intermediate,Blastulidium,8954.75,3.952101962
C11S6,11,6,10/25/21,Cedar,Intermediate,Blastulidium,8954.75,3.952101962
C12S0,12,0,11/8/21,Cedar,Intermediate,Blastulidium,1027.7,3.01228874
C12S1,12,1,11/8/21,Cedar,Intermediate,Blastulidium,103.2,2.017867719
C12S2,12,2,11/8/21,Cedar,Intermediate,Blastulidium,410.65,2.61452812
C12S3,12,3,11/8/21,Cedar,Intermediate,Blastulidium,821.3,2.91503029
C12S4,12,4,11/8/21,Cedar,Intermediate,Blastulidium,2463.9,3.391799305
C12S5,12,5,11/8/21,Cedar,Intermediate,Blastulidium,821.3,2.91503029
C12S6,12,6,11/8/21,Cedar,Intermediate,Blastulidium,0,0
C1S1,1,1,6/11/21,Cedar,Intermediate,Ordospora,0,0
C1S2,1,2,6/11/21,Cedar,Intermediate,Ordospora,0,0
C1S3,1,3,6/11/21,Cedar,Intermediate,Ordospora,0,0
C1S4,1,4,6/11/21,Cedar,Intermediate,Ordospora,103.2,2.017867719
C1S5,1,5,6/11/21,Cedar,Intermediate,Ordospora,0,0
C1S6,1,6,6/11/21,Cedar,Intermediate,Ordospora,0,0
C1S7,1,7,6/11/21,Cedar,Intermediate,Ordospora,5134.2,3.710557363
C2S1,2,1,6/21/21,Cedar,Intermediate,Ordospora,0,0
C2S2,2,2,6/21/21,Cedar,Intermediate,Ordospora,0,0
C2S3,2,3,6/21/21,Cedar,Intermediate,Ordospora,0,0
C2S4,2,4,6/21/21,Cedar,Intermediate,Ordospora,103.2,2.017867719
C2S5,2,5,6/21/21,Cedar,Intermediate,Ordospora,103.2,2.017867719
C2S6,2,6,6/21/21,Cedar,Intermediate,Ordospora,0,0
C2S7,2,7,6/21/21,Cedar,Intermediate,Ordospora,0,0
C3S1,3,1,7/6/21,Cedar,Intermediate,Ordospora,1128.75,3.05298235
C3S2,3,2,7/6/21,Cedar,Intermediate,Ordospora,103.2,2.017867719
C3S3,3,3,7/6/21,Cedar,Intermediate,Ordospora,1337.3,3.126553478
C3S4,3,4,7/6/21,Cedar,Intermediate,Ordospora,3083.1,3.489128451
C3S5,3,5,7/6/21,Cedar,Intermediate,Ordospora,0,0
C3S6,3,6,7/6/21,Cedar,Intermediate,Ordospora,0,0
C3S7,3,7,7/6/21,Cedar,Intermediate,Ordospora,6165.125,3.790012325
C4S1,4,1,7/23/21,Cedar,Intermediate,Ordospora,2261.8,3.35464617
C4S2,4,2,7/23/21,Cedar,Intermediate,Ordospora,0,0
C4S3,4,3,7/23/21,Cedar,Intermediate,Ordospora,1027.7,3.01228874
C4S4,4,4,7/23/21,Cedar,Intermediate,Ordospora,5650.2,3.752140678
C4S5,4,5,7/23/21,Cedar,Intermediate,Ordospora,0,0
C4S6,4,6,7/23/21,Cedar,Intermediate,Ordospora,2254.834,3.353307138
C5S1,5,1,8/2/21,Cedar,Intermediate,Ordospora,4214,3.624797579
C5S2,5,2,8/2/21,Cedar,Intermediate,Ordospora,1541.55,3.18823925
C5S3,5,3,8/2/21,Cedar,Intermediate,Ordospora,1758.7,3.245438634
C5S4,5,4,8/2/21,Cedar,Intermediate,Ordospora,1952.2,3.290746716
C5S5,5,5,8/2/21,Cedar,Intermediate,Ordospora,3996.85,3.601826495
C5S6,5,6,8/2/21,Cedar,Intermediate,Ordospora,2055.4,3.313107595
C6S1,6,1,8/16/21,Cedar,Intermediate,Ordospora,0,0
C6S2,6,2,8/16/21,Cedar,Intermediate,Ordospora,1027.7,3.01228874
C6S3,6,3,8/16/21,Cedar,Intermediate,Ordospora,0,0
C6S4,6,4,8/16/21,Cedar,Intermediate,Ordospora,410.65,2.61452812
C6S5,6,5,8/16/21,Cedar,Intermediate,Ordospora,7204.65,3.857673163
C6S6,6,6,8/16/21,Cedar,Intermediate,Ordospora,9097.725,3.958980539
C7S1,7,1,8/30/21,Cedar,Intermediate,Ordospora,617.05,2.791023611
C7S2,7,2,8/30/21,Cedar,Intermediate,Ordospora,103.2,2.017867719
C7S3,7,3,8/30/21,Cedar,Intermediate,Ordospora,206.4,2.316808752
C7S4,7,4,8/30/21,Cedar,Intermediate,Ordospora,3291.65,3.517545569
C7S5,7,5,8/30/21,Cedar,Intermediate,Ordospora,8744.05,3.941762297
C7S6,7,6,8/30/21,Cedar,Intermediate,Ordospora,7789.966,3.891591309
C8S1,8,1,9/13/21,Cedar,Intermediate,Ordospora,0,0
C8S2,8,2,9/13/21,Cedar,Intermediate,Ordospora,206.4,2.316808752
C8S3,8,3,9/13/21,Cedar,Intermediate,Ordospora,206.4,2.316808752
C8S4,8,4,9/13/21,Cedar,Intermediate,Ordospora,1851.15,3.267676156
C8S5,8,5,9/13/21,Cedar,Intermediate,Ordospora,0,0
C8S6,8,6,9/13/21,Cedar,Intermediate,Ordospora,4312.9,3.634870074
C9S0,9,0,9/27/21,Cedar,Intermediate,Ordospora,1438.35,3.158166412
C9S1,9,1,9/27/21,Cedar,Intermediate,Ordospora,0,0
C9S2,9,2,9/27/21,Cedar,Intermediate,Ordospora,0,0
C9S3,9,3,9/27/21,Cedar,Intermediate,Ordospora,206.4,2.316808752
C9S4,9,4,9/27/21,Cedar,Intermediate,Ordospora,2777.8,3.44385729
C9S5,9,5,9/27/21,Cedar,Intermediate,Ordospora,4112.95,3.614259009
C9S6,9,6,9/27/21,Cedar,Intermediate,Ordospora,4214,3.624797579
C10S0,10,0,10/11/21,Cedar,Intermediate,Ordospora,206.4,2.316808752
C10S1,10,1,10/11/21,Cedar,Intermediate,Ordospora,103.2,2.017867719
C10S2,10,2,10/11/21,Cedar,Intermediate,Ordospora,0,0
C10S3,10,3,10/11/21,Cedar,Intermediate,Ordospora,410.65,2.61452812
C10S4,10,4,10/11/21,Cedar,Intermediate,Ordospora,821.3,2.91503029
C10S5,10,5,10/11/21,Cedar,Intermediate,Ordospora,922.35,2.965366354
C10S6,10,6,10/11/21,Cedar,Intermediate,Ordospora,8613.4375,3.935226924
C11S0,11,0,10/25/21,Cedar,Intermediate,Ordospora,513.85,2.711680717
C11S1,11,1,10/25/21,Cedar,Intermediate,Ordospora,0,0
C11S2,11,2,10/25/21,Cedar,Intermediate,Ordospora,103.2,2.017867719
C11S3,11,3,10/25/21,Cedar,Intermediate,Ordospora,1543.7,3.188844147
C11S4,11,4,10/25/21,Cedar,Intermediate,Ordospora,513.85,2.711680717
C11S5,11,5,10/25/21,Cedar,Intermediate,Ordospora,1027.7,3.01228874
C11S6,11,6,10/25/21,Cedar,Intermediate,Ordospora,924.5,2.966376423
C12S0,12,0,11/8/21,Cedar,Intermediate,Ordospora,412.8,2.616790486
C12S1,12,1,11/8/21,Cedar,Intermediate,Ordospora,307.45,2.489184775
C12S2,12,2,11/8/21,Cedar,Intermediate,Ordospora,0,0
C12S3,12,3,11/8/21,Cedar,Intermediate,Ordospora,103.2,2.017867719
C12S4,12,4,11/8/21,Cedar,Intermediate,Ordospora,103.2,2.017867719
C12S5,12,5,11/8/21,Cedar,Intermediate,Ordospora,0,0
C12S6,12,6,11/8/21,Cedar,Intermediate,Ordospora,410.65,2.61452812
C1S1,1,1,6/11/21,Cedar,Intermediate,Metschnikowia,0,0
C1S2,1,2,6/11/21,Cedar,Intermediate,Metschnikowia,103.2,2.017867719
C1S3,1,3,6/11/21,Cedar,Intermediate,Metschnikowia,103.2,2.017867719
C1S4,1,4,6/11/21,Cedar,Intermediate,Metschnikowia,0,0
C1S5,1,5,6/11/21,Cedar,Intermediate,Metschnikowia,0,0
C1S6,1,6,6/11/21,Cedar,Intermediate,Metschnikowia,0,0
