Date,B1,B2,B3,B4,B5,Surface
6/14/21 14:05,26.638,22.295,18.176,13.843,10.497,
6/14/21 14:10,26.638,22.305,18.144,13.908,10.486,
6/14/21 14:15,26.606,22.305,18.048,13.918,10.465,
6/14/21 14:20,26.595,22.252,17.951,13.908,10.379,
6/14/21 14:25,26.671,22.316,17.919,13.822,10.325,
6/14/21 14:30,26.692,22.316,18.015,13.822,10.379,
6/14/21 14:35,26.692,22.348,18.005,13.79,10.422,
6/14/21 14:40,26.671,22.348,17.972,13.8,10.465,
6/14/21 14:45,26.649,22.423,17.972,13.897,10.529,
6/14/21 14:50,26.628,22.445,17.876,13.94,10.54,
6/14/21 14:55,26.649,22.52,17.876,14.015,10.508,
6/14/21 15:00,26.692,22.584,17.812,13.961,10.519,
6/14/21 15:05,26.746,22.649,17.79,13.876,10.508,
6/14/21 15:10,26.724,22.498,17.812,13.811,10.508,
6/14/21 15:15,26.713,22.456,17.79,13.822,10.486,
6/14/21 15:20,26.81,22.52,17.855,13.79,10.497,
6/14/21 15:25,26.831,22.563,17.919,13.779,10.508,
6/14/21 15:30,26.778,22.498,17.897,13.822,10.508,
6/14/21 15:35,26.767,22.434,17.897,13.811,10.54,
6/14/21 15:40,26.756,22.434,17.897,13.865,10.486,
6/14/21 15:45,26.81,22.52,17.887,13.865,10.54,
6/14/21 15:50,26.81,22.584,17.919,13.79,10.551,
6/14/21 15:55,26.831,22.659,17.951,13.725,10.572,
6/14/21 16:00,26.842,22.659,17.972,13.629,10.561,
6/14/21 16:05,26.831,22.584,17.983,13.607,10.497,
6/14/21 16:10,26.789,22.445,17.962,13.607,10.39,
6/14/21 16:15,26.831,22.466,17.951,13.65,10.433,
6/14/21 16:20,26.831,22.477,18.026,13.65,10.551,
6/14/21 16:25,26.896,22.541,18.09,13.64,10.626,
6/14/21 16:30,26.896,22.477,18.09,13.629,10.658,
6/14/21 16:35,26.939,22.52,18.058,13.586,10.594,
6/14/21 16:40,26.949,22.552,18.026,13.554,10.594,
6/14/21 16:45,26.896,22.574,17.983,13.586,10.572,
6/14/21 16:50,26.864,22.659,18.048,13.607,10.508,
6/14/21 16:55,26.853,22.681,18.058,13.586,10.54,
6/14/21 17:00,26.874,22.659,18.09,13.629,10.572,
6/14/21 17:05,26.917,22.606,18.09,13.607,10.594,
6/14/21 17:10,26.971,22.595,18.08,13.629,10.508,
6/14/21 17:15,26.917,22.541,18.09,13.747,10.497,
6/14/21 17:20,26.874,22.488,18.069,13.768,10.497,
6/14/21 17:25,26.842,22.552,18.069,13.725,10.443,
6/14/21 17:30,26.81,22.563,18.058,13.715,10.422,
6/14/21 17:35,26.821,22.552,18.037,13.758,10.401,
6/14/21 17:40,26.874,22.606,18.048,13.8,10.347,
6/14/21 17:45,26.928,22.681,18.08,13.843,10.293,
6/14/21 17:50,26.917,22.702,18.09,13.918,10.283,
6/14/21 17:55,26.939,22.713,18.123,13.94,10.261,
6/14/21 18:00,26.96,22.638,18.09,13.951,10.24,
6/14/21 18:05,26.949,22.466,18.026,13.897,10.25,
6/14/21 18:10,26.939,22.327,18.037,13.843,10.293,
6/14/21 18:15,26.896,22.37,18.112,13.833,10.283,
6/14/21 18:20,26.874,22.423,18.123,13.854,10.358,
6/14/21 18:25,26.896,22.466,18.133,13.897,10.422,
6/14/21 18:30,26.885,22.563,18.112,14.015,10.443,
6/14/21 18:35,26.896,22.574,18.101,13.993,10.465,
6/14/21 18:40,26.885,22.509,18.133,14.015,10.465,
6/14/21 18:45,26.906,22.509,18.101,13.94,10.465,
6/14/21 18:50,26.896,22.456,18.09,13.843,10.508,
6/14/21 18:55,26.896,22.391,18.09,13.736,10.551,
6/14/21 19:00,26.906,22.381,18.069,13.682,10.561,
6/14/21 19:05,26.917,22.445,18.112,13.715,10.594,
6/14/21 19:10,26.917,22.52,18.09,13.715,10.561,
6/14/21 19:15,26.949,22.638,18.037,13.8,10.54,
6/14/21 19:20,26.949,22.574,17.972,13.79,10.572,
6/14/21 19:25,26.917,22.595,17.951,13.8,10.658,
6/14/21 19:30,26.864,22.574,17.876,13.758,10.722,
6/14/21 19:35,26.949,22.477,17.897,13.736,10.669,
6/14/21 19:40,26.96,22.445,17.94,13.725,10.604,
6/14/21 19:45,26.982,22.434,17.972,13.833,10.561,
6/14/21 19:50,26.992,22.423,18.015,13.993,10.551,
6/14/21 19:55,26.992,22.466,18.037,13.993,10.583,
6/14/21 20:00,27.046,22.402,17.994,14.026,10.561,
6/14/21 20:05,27.024,22.402,18.026,13.94,10.519,
6/14/21 20:10,27.046,22.37,17.951,13.876,10.529,
6/14/21 20:15,27.035,22.423,17.994,13.704,10.572,
6/14/21 20:20,27.057,22.381,18.005,13.586,10.54,
6/14/21 20:25,26.982,22.477,18.037,13.532,10.519,
6/14/21 20:30,27.003,22.509,18.037,13.607,10.497,
6/14/21 20:35,26.992,22.498,18.026,13.693,10.465,
6/14/21 20:40,26.992,22.584,18.048,13.64,10.486,
6/14/21 20:45,27.014,22.509,18.015,13.65,10.454,
6/14/21 20:50,26.971,22.488,18.005,13.64,10.433,
6/14/21 20:55,26.96,22.488,17.951,13.65,10.422,
6/14/21 21:00,26.96,22.445,17.897,13.682,10.379,
6/14/21 21:05,26.939,22.445,17.887,13.715,10.336,
6/14/21 21:10,26.928,22.445,17.865,13.779,10.39,
6/14/21 21:15,26.906,22.498,17.897,13.79,10.433,
6/14/21 21:20,26.896,22.445,17.855,13.822,10.476,
6/14/21 21:25,26.885,22.466,17.908,13.8,10.476,
6/14/21 21:30,26.874,22.509,17.919,13.79,10.476,
6/14/21 21:35,26.831,22.509,17.951,13.725,10.454,
6/14/21 21:40,26.831,22.541,17.951,13.736,10.465,
6/14/21 21:45,26.821,22.574,17.983,13.715,10.476,
6/14/21 21:50,26.799,22.574,18.005,13.672,10.422,
6/14/21 21:55,26.81,22.574,17.994,13.682,10.379,
6/14/21 22:00,26.767,22.595,18.015,13.65,10.347,
6/14/21 22:05,26.767,22.584,18.026,13.661,10.315,
6/14/21 22:10,26.767,22.595,18.015,13.661,10.304,
6/14/21 22:15,26.746,22.595,17.994,13.693,10.293,
6/14/21 22:20,26.756,22.563,17.994,13.715,10.283,
6/14/21 22:25,26.713,22.52,17.994,13.747,10.293,
6/14/21 22:30,26.703,22.52,17.994,13.768,10.325,
6/14/21 22:35,26.681,22.52,18.015,13.779,10.347,
6/14/21 22:40,26.671,22.456,18.026,13.8,10.379,
6/14/21 22:45,26.671,22.466,18.037,13.8,10.411,
6/14/21 22:50,26.638,22.52,18.048,13.779,10.401,
6/14/21 22:55,26.617,22.531,18.048,13.833,10.454,
6/14/21 23:00,26.628,22.488,18.026,13.822,10.486,
6/14/21 23:05,26.585,22.498,18.015,13.822,10.486,
6/14/21 23:10,26.595,22.541,18.005,13.843,10.519,
6/14/21 23:15,26.574,22.477,17.994,13.811,10.561,
6/14/21 23:20,26.585,22.498,17.983,13.8,10.551,
6/14/21 23:25,26.574,22.541,17.994,13.811,10.54,
6/14/21 23:30,26.553,22.488,17.962,13.8,10.529,
6/14/21 23:35,26.531,22.531,17.994,13.747,10.519,
6/14/21 23:40,26.531,22.52,17.983,13.768,10.508,
6/14/21 23:45,26.488,22.488,18.005,13.79,10.529,
6/14/21 23:50,26.477,22.498,18.015,13.811,10.551,
6/14/21 23:55,26.477,22.498,18.015,13.811,10.561,
6/15/21 0:00,26.467,22.466,18.015,13.811,10.529,
6/15/21 0:05,26.445,22.456,18.015,13.854,10.519,
6/15/21 0:10,26.424,22.423,18.037,13.822,10.508,
6/15/21 0:15,26.402,22.434,18.069,13.833,10.486,
6/15/21 0:20,26.413,22.434,18.048,13.8,10.476,
6/15/21 0:25,26.402,22.456,18.048,13.822,10.465,
6/15/21 0:30,26.381,22.488,18.037,13.79,10.465,
6/15/21 0:35,26.381,22.477,18.058,13.779,10.497,
6/15/21 0:40,26.37,22.488,18.069,13.79,10.519,
6/15/21 0:45,26.338,22.509,18.026,13.747,10.508,
6/15/21 0:50,26.338,22.52,18.037,13.747,10.529,
6/15/21 0:55,26.317,22.52,18.026,13.758,10.529,
6/15/21 1:00,26.317,22.531,18.005,13.758,10.54,
6/15/21 1:05,26.306,22.509,17.983,13.779,10.54,
6/15/21 1:10,26.274,22.52,17.983,13.779,10.551,
6/15/21 1:15,26.252,22.52,17.994,13.79,10.551,
6/15/21 1:20,26.274,22.509,17.972,13.833,10.529,
6/15/21 1:25,26.252,22.52,17.951,13.833,10.519,
6/15/21 1:30,26.231,22.498,17.94,13.865,10.519,
6/15/21 1:35,26.231,22.498,17.972,13.843,10.476,
6/15/21 1:40,26.209,22.509,17.94,13.876,10.476,
6/15/21 1:45,26.209,22.498,17.93,13.854,10.443,
6/15/21 1:50,26.199,22.531,17.951,13.833,10.454,
6/15/21 1:55,26.188,22.498,17.962,13.822,10.454,
6/15/21 2:00,26.145,22.52,17.93,13.8,10.433,
6/15/21 2:05,26.145,22.531,17.94,13.779,10.422,
6/15/21 2:10,26.124,22.509,17.951,13.747,10.422,
6/15/21 2:15,26.124,22.466,17.972,13.725,10.422,
6/15/21 2:20,26.102,22.509,17.951,13.725,10.433,
6/15/21 2:25,26.081,22.477,17.972,13.715,10.433,
6/15/21 2:30,26.07,22.488,17.972,13.704,10.454,
6/15/21 2:35,26.081,22.509,17.983,13.693,10.454,
6/15/21 2:40,26.038,22.477,17.983,13.672,10.443,
6/15/21 2:45,26.038,22.456,17.962,13.682,10.443,
6/15/21 2:50,26.027,22.477,17.983,13.672,10.476,
6/15/21 2:55,26.027,22.445,17.962,13.672,10.465,
6/15/21 3:00,26.038,22.477,17.983,13.682,10.465,
6/15/21 3:05,26.006,22.477,17.983,13.693,10.476,
6/15/21 3:10,26.006,22.498,17.972,13.672,10.454,
6/15/21 3:15,25.973,22.498,17.972,13.661,10.454,
6/15/21 3:20,25.973,22.488,17.972,13.661,10.497,
6/15/21 3:25,25.952,22.477,17.962,13.661,10.465,
6/15/21 3:30,25.931,22.488,17.972,13.682,10.443,
6/15/21 3:35,25.92,22.456,17.962,13.704,10.454,
6/15/21 3:40,25.909,22.509,17.972,13.693,10.465,
6/15/21 3:45,25.909,22.488,18.005,13.715,10.433,
6/15/21 3:50,25.877,22.498,17.972,13.693,10.476,
6/15/21 3:55,25.866,22.477,17.994,13.725,10.476,
6/15/21 4:00,25.866,22.477,17.962,13.747,10.454,
6/15/21 4:05,25.845,22.477,17.983,13.758,10.443,
6/15/21 4:10,25.845,22.466,17.994,13.747,10.443,
6/15/21 4:15,25.813,22.477,17.972,13.768,10.443,
6/15/21 4:20,25.802,22.477,17.972,13.747,10.443,
6/15/21 4:25,25.77,22.541,17.951,13.779,10.422,
6/15/21 4:30,25.77,22.531,17.994,13.779,10.422,
6/15/21 4:35,25.77,22.498,17.972,13.779,10.411,
6/15/21 4:40,25.748,22.509,17.983,13.822,10.401,
6/15/21 4:45,25.716,22.498,17.962,13.8,10.39,
6/15/21 4:50,25.705,22.541,17.994,13.779,10.39,
6/15/21 4:55,25.716,22.488,17.972,13.822,10.422,
6/15/21 5:00,25.695,22.509,17.972,13.8,10.411,
6/15/21 5:05,25.673,22.498,17.962,13.79,10.422,
6/15/21 5:10,25.673,22.488,17.951,13.8,10.411,
6/15/21 5:15,25.662,22.488,17.972,13.811,10.443,
6/15/21 5:20,25.652,22.541,17.951,13.822,10.454,
6/15/21 5:25,25.652,22.52,17.94,13.833,10.465,
6/15/21 5:30,25.609,22.509,17.962,13.843,10.476,
6/15/21 5:35,25.587,22.498,17.962,13.822,10.497,
6/15/21 5:40,25.598,22.541,17.951,13.811,10.476,
6/15/21 5:45,25.587,22.509,17.94,13.822,10.465,
6/15/21 5:50,25.566,22.541,17.972,13.8,10.486,
6/15/21 5:55,25.566,22.488,17.983,13.779,10.486,
6/15/21 6:00,25.523,22.488,17.972,13.758,10.476,
6/15/21 6:05,25.534,22.498,17.972,13.758,10.476,
6/15/21 6:10,25.512,22.509,17.983,13.758,10.476,
6/15/21 6:15,25.523,22.488,17.962,13.736,10.476,
6/15/21 6:20,25.502,22.498,18.005,13.725,10.476,
6/15/21 6:25,25.502,22.488,18.005,13.725,10.465,
6/15/21 6:30,25.491,22.456,17.994,13.747,10.497,
6/15/21 6:35,25.48,22.466,17.994,13.715,10.497,
6/15/21 6:40,25.469,22.498,18.015,13.747,10.497,
6/15/21 6:45,25.448,22.477,17.983,13.725,10.476,
6/15/21 6:50,25.448,22.466,17.983,13.715,10.476,
6/15/21 6:55,25.416,22.477,17.983,13.715,10.486,
6/15/21 7:00,25.416,22.498,17.983,13.715,10.476,
6/15/21 7:05,25.426,22.488,18.005,13.704,10.476,
6/15/21 7:10,25.405,22.498,17.983,13.715,10.454,
6/15/21 7:15,25.384,22.477,17.972,13.725,10.433,
6/15/21 7:20,25.384,22.541,17.972,13.725,10.465,
6/15/21 7:25,25.384,22.541,17.972,13.693,10.443,
6/15/21 7:30,25.384,22.531,17.962,13.736,10.422,
6/15/21 7:35,25.362,22.498,17.951,13.725,10.411,
6/15/21 7:40,25.384,22.498,17.951,13.758,10.433,
6/15/21 7:45,25.405,22.498,17.94,13.725,10.422,
6/15/21 7:50,25.373,22.52,17.972,13.747,10.379,
6/15/21 7:55,25.362,22.52,17.962,13.768,10.401,
6/15/21 8:00,25.351,22.52,17.951,13.768,10.39,
6/15/21 8:05,25.373,22.477,17.972,13.8,10.401,
6/15/21 8:10,25.362,22.509,17.951,13.779,10.401,
6/15/21 8:15,25.33,22.498,18.005,13.811,10.401,
6/15/21 8:20,25.373,22.498,17.972,13.79,10.368,
6/15/21 8:25,25.362,22.498,17.972,13.768,10.368,
6/15/21 8:30,25.33,22.498,18.015,13.747,10.401,
6/15/21 8:35,25.384,22.52,17.972,13.736,10.379,
6/15/21 8:40,25.405,22.509,17.983,13.747,10.39,
6/15/21 8:45,25.351,22.541,18.026,13.747,10.401,
6/15/21 8:50,25.351,22.541,18.026,13.736,10.379,
6/15/21 8:55,25.384,22.531,18.005,13.736,10.411,
6/15/21 9:00,25.373,22.531,18.015,13.704,10.433,
6/15/21 9:05,25.373,22.509,18.005,13.725,10.422,
6/15/21 9:10,25.351,22.509,17.972,13.704,10.39,
6/15/21 9:15,25.394,22.477,17.972,13.693,10.433,
6/15/21 9:20,25.362,22.52,18.005,13.736,10.433,
6/15/21 9:25,25.405,22.541,18.005,13.779,10.454,
6/15/21 9:30,25.405,22.531,18.026,13.779,10.465,
6/15/21 9:35,25.373,22.574,18.026,13.822,10.465,
6/15/21 9:40,25.33,22.574,18.048,13.811,10.476,
6/15/21 9:45,25.362,22.574,17.972,13.768,10.433,
6/15/21 9:50,25.384,22.552,17.983,13.736,10.454,
6/15/21 9:55,25.384,22.541,17.951,13.682,10.422,
6/15/21 10:00,25.384,22.595,17.972,13.715,10.422,
6/15/21 10:05,25.448,22.606,17.951,13.725,10.454,
6/15/21 10:10,25.405,22.67,18.048,13.779,10.443,
6/15/21 10:15,25.351,22.713,18.015,13.79,10.433,
6/15/21 10:20,25.384,22.713,18.005,13.779,10.465,
6/15/21 10:25,25.394,22.713,17.972,13.779,10.454,
6/15/21 10:30,25.426,22.692,17.94,13.736,10.422,
6/15/21 10:35,25.362,22.724,17.972,13.768,10.422,
6/15/21 10:40,25.384,22.702,17.972,13.8,10.411,
6/15/21 10:45,25.426,22.713,17.972,13.79,10.411,
6/15/21 10:50,25.426,22.745,17.962,13.822,10.411,
6/15/21 10:55,25.459,22.734,17.994,13.833,10.422,
6/15/21 11:00,25.448,22.713,18.026,13.833,10.411,
6/15/21 11:05,25.405,22.767,18.005,13.822,10.411,
6/15/21 11:10,25.405,22.745,18.026,13.843,10.411,
6/15/21 11:15,25.394,22.702,18.005,13.779,10.401,
6/15/21 11:20,25.437,22.681,17.951,13.768,10.401,
6/15/21 11:25,25.416,22.67,17.919,13.758,10.411,
6/15/21 11:30,25.405,22.616,17.897,13.725,10.401,
6/15/21 11:35,25.394,22.627,17.93,13.715,10.422,
6/15/21 11:40,25.416,22.692,17.972,13.8,10.443,
6/15/21 11:45,25.416,22.702,18.08,13.79,10.476,
6/15/21 11:50,25.437,22.734,18.133,13.843,10.529,
6/15/21 11:55,25.448,22.756,18.198,13.876,10.497,
6/15/21 12:00,25.459,22.734,18.144,13.822,10.454,
6/15/21 12:05,25.437,22.713,18.133,13.822,10.422,
6/15/21 12:10,25.426,22.681,18.133,13.704,10.379,
6/15/21 12:15,25.448,22.713,18.08,13.672,10.347,
6/15/21 12:20,25.426,22.745,18.112,13.682,10.39,
6/15/21 12:25,25.448,22.788,18.101,13.725,10.433,
6/15/21 12:30,25.448,22.649,18.155,13.747,10.476,
6/15/21 12:35,25.459,22.659,18.133,13.725,10.497,
6/15/21 12:40,25.491,22.649,18.133,13.715,10.476,
6/15/21 12:45,25.491,22.638,18.069,13.736,10.476,
6/15/21 12:50,25.502,22.563,18.015,13.682,10.465,
6/15/21 12:55,25.491,22.552,17.983,13.768,10.476,
6/15/21 13:00,25.534,22.584,18.005,13.843,10.465,
6/15/21 13:05,25.566,22.595,18.048,13.929,10.433,
6/15/21 13:10,25.566,22.649,18.133,13.972,10.433,
6/15/21 13:15,25.577,22.659,18.208,13.94,10.433,
6/15/21 13:20,25.587,22.692,18.219,13.972,10.368,
6/15/21 13:25,25.587,22.67,18.08,13.897,10.347,
6/15/21 13:30,25.587,22.692,18.005,13.833,10.304,
6/15/21 13:35,25.598,22.734,18.015,13.779,10.293,
6/15/21 13:40,25.619,22.777,17.951,13.747,10.325,
6/15/21 13:45,25.619,22.874,17.972,13.768,10.358,
6/15/21 13:50,25.652,22.96,17.972,13.779,10.401,
6/15/21 13:55,25.684,23.024,18.037,13.897,10.443,
6/15/21 14:00,25.684,23.035,18.058,13.929,10.422,
6/15/21 14:05,25.641,23.013,18.015,13.918,10.422,
6/15/21 14:10,25.705,22.917,18.048,13.908,10.433,
6/15/21 14:15,25.737,22.831,18.058,13.876,10.433,
6/15/21 14:20,25.737,22.713,18.058,13.897,10.39,
6/15/21 14:25,25.759,22.681,18.015,13.918,10.347,
6/15/21 14:30,25.77,22.702,17.994,13.929,10.315,
6/15/21 14:35,25.78,22.713,18.069,13.876,10.368,
6/15/21 14:40,25.802,22.82,18.133,13.897,10.411,
6/15/21 14:45,25.813,22.885,18.09,13.822,10.411,
6/15/21 14:50,25.813,22.842,18.112,13.79,10.433,
6/15/21 14:55,25.813,22.788,18.048,13.811,10.454,
6/15/21 15:00,25.813,22.788,18.005,13.715,10.443,
6/15/21 15:05,25.813,22.756,18.069,13.629,10.497,
6/15/21 15:10,25.813,22.681,18.123,13.629,10.551,
6/15/21 15:15,25.823,22.627,18.198,13.715,10.572,
6/15/21 15:20,25.866,22.649,18.251,13.768,10.626,
6/15/21 15:25,25.834,22.692,18.198,13.79,10.615,
6/15/21 15:30,25.834,22.681,18.241,13.8,10.594,
6/15/21 15:35,25.877,22.745,18.176,13.758,10.54,
6/15/21 15:40,25.802,22.756,18.09,13.747,10.454,
6/15/21 15:45,25.845,22.799,18.123,13.725,10.347,
6/15/21 15:50,25.855,22.799,18.198,13.693,10.358,
6/15/21 15:55,25.855,22.788,18.176,13.682,10.411,
6/15/21 16:00,25.888,22.842,18.208,13.758,10.454,
6/15/21 16:05,25.898,22.885,18.23,13.779,10.422,
6/15/21 16:10,25.909,22.852,18.198,13.79,10.368,
6/15/21 16:15,25.92,22.895,18.208,13.8,10.347,
6/15/21 16:20,25.963,22.938,18.176,13.768,10.325,
6/15/21 16:25,26.038,22.938,18.133,13.779,10.336,
6/15/21 16:30,26.006,22.863,18.123,13.865,10.336,
6/15/21 16:35,26.016,22.874,18.123,13.854,10.368,
6/15/21 16:40,26.006,22.917,18.069,13.951,10.379,
6/15/21 16:45,25.984,22.96,18.09,13.972,10.336,
6/15/21 16:50,26.006,22.895,18.133,13.972,10.336,
6/15/21 16:55,26.038,22.917,18.09,14.004,10.347,
6/15/21 17:00,25.984,22.927,18.112,14.026,10.358,
6/15/21 17:05,26.006,22.895,18.155,13.94,10.368,
6/15/21 17:10,26.07,22.863,18.133,13.908,10.401,
6/15/21 17:15,26.081,22.874,18.08,13.908,10.411,
6/15/21 17:20,26.081,22.874,18.166,13.972,10.411,
6/15/21 17:25,26.07,22.949,18.166,13.993,10.401,
6/15/21 17:30,26.091,22.927,18.144,13.972,10.411,
6/15/21 17:35,26.081,22.885,18.144,13.961,10.411,
6/15/21 17:40,26.113,22.799,18.155,13.876,10.401,
6/15/21 17:45,26.102,22.745,18.241,13.8,10.39,
6/15/21 17:50,26.124,22.745,18.23,13.779,10.379,
6/15/21 17:55,26.124,22.713,18.23,13.833,10.325,
6/15/21 18:00,26.134,22.659,18.305,13.8,10.39,
6/15/21 18:05,26.145,22.702,18.241,13.833,10.411,
6/15/21 18:10,26.145,22.82,18.198,13.854,10.433,
6/15/21 18:15,26.145,22.938,18.219,13.865,10.465,
6/15/21 18:20,26.124,23.013,18.273,13.822,10.519,
6/15/21 18:25,26.134,23.088,18.251,13.79,10.551,
6/15/21 18:30,26.091,23.056,18.187,13.725,10.615,
6/15/21 18:35,26.113,23.088,18.09,13.65,10.615,
6/15/21 18:40,26.102,23.099,18.08,13.65,10.615,
6/15/21 18:45,26.091,23.11,18.112,13.715,10.658,
6/15/21 18:50,26.113,23.121,18.112,13.758,10.69,
6/15/21 18:55,26.124,23.185,18.144,13.822,10.658,
6/15/21 19:00,26.145,23.163,18.176,13.876,10.647,
6/15/21 19:05,26.177,23.11,18.187,13.843,10.561,
6/15/21 19:10,26.188,23.035,18.176,13.822,10.519,
6/15/21 19:15,26.188,22.981,18.112,13.779,10.422,
6/15/21 19:20,26.188,22.949,18.133,13.833,10.422,
6/15/21 19:25,26.188,22.927,18.198,13.897,10.379,
6/15/21 19:30,26.199,22.938,18.23,13.929,10.293,
6/15/21 19:35,26.177,23.003,18.198,13.961,10.272,
6/15/21 19:40,26.145,23.035,18.262,14.004,10.293,
6/15/21 19:45,26.134,23.099,18.262,13.94,10.283,
6/15/21 19:50,26.134,23.078,18.241,13.833,10.325,
6/15/21 19:55,26.145,23.056,18.23,13.811,10.272,
6/15/21 20:00,26.156,23.035,18.187,13.833,10.25,
6/15/21 20:05,26.166,23.003,18.176,13.822,10.283,
6/15/21 20:10,26.199,22.981,18.155,13.865,10.336,
6/15/21 20:15,26.188,22.981,18.112,13.854,10.39,
6/15/21 20:20,26.177,23.003,18.09,13.897,10.411,
6/15/21 20:25,26.199,23.045,18.09,13.929,10.433,
6/15/21 20:30,26.188,23.056,18.112,13.94,10.433,
6/15/21 20:35,26.231,23.035,18.112,13.972,10.422,
6/15/21 20:40,26.231,23.003,18.112,13.929,10.443,
6/15/21 20:45,26.242,22.96,18.112,13.929,10.465,
6/15/21 20:50,26.242,22.97,18.144,13.897,10.465,
6/15/21 20:55,26.284,22.949,18.187,13.876,10.486,
6/15/21 21:00,26.263,22.97,18.166,13.897,10.519,
6/15/21 21:05,26.295,22.917,18.198,13.897,10.529,
6/15/21 21:10,26.274,22.938,18.166,13.833,10.583,
6/15/21 21:15,26.263,22.96,18.176,13.79,10.615,
6/15/21 21:20,26.263,22.949,18.144,13.704,10.637,
6/15/21 21:25,26.231,22.938,18.166,13.682,10.604,
6/15/21 21:30,26.22,22.906,18.176,13.661,10.561,
6/15/21 21:35,26.22,22.874,18.208,13.661,10.508,
6/15/21 21:40,26.209,22.906,18.251,13.693,10.486,
6/15/21 21:45,26.199,22.842,18.284,13.758,10.422,
6/15/21 21:50,26.166,22.82,18.284,13.79,10.401,
6/15/21 21:55,26.145,22.82,18.251,13.8,10.347,
6/15/21 22:00,26.145,22.885,18.251,13.822,10.336,
6/15/21 22:05,26.113,22.852,18.208,13.822,10.336,
6/15/21 22:10,26.113,22.852,18.187,13.822,10.325,
6/15/21 22:15,26.102,22.885,18.155,13.833,10.401,
6/15/21 22:20,26.091,22.852,18.166,13.833,10.368,
6/15/21 22:25,26.091,22.874,18.166,13.854,10.379,
6/15/21 22:30,26.07,22.863,18.166,13.876,10.379,
6/15/21 22:35,26.048,22.863,18.155,13.897,10.368,
6/15/21 22:40,26.016,22.895,18.155,13.908,10.368,
6/15/21 22:45,26.027,22.895,18.112,13.918,10.358,
6/15/21 22:50,26.027,22.917,18.09,13.908,10.368,
6/15/21 22:55,26.006,22.917,18.058,13.918,10.39,
6/15/21 23:00,25.973,22.938,18.058,13.929,10.422,
6/15/21 23:05,25.963,22.906,18.015,13.951,10.443,
6/15/21 23:10,25.952,22.906,18.005,13.94,10.497,
6/15/21 23:15,25.952,22.895,18.026,13.94,10.508,
6/15/21 23:20,25.92,22.874,18.048,13.929,10.572,
6/15/21 23:25,25.931,22.863,18.037,13.918,10.561,
6/15/21 23:30,25.898,22.81,18.058,13.908,10.561,
6/15/21 23:35,25.888,22.885,18.08,13.886,10.519,
6/15/21 23:40,25.888,22.81,18.08,13.833,10.443,
6/15/21 23:45,25.855,22.852,18.08,13.822,10.401,
6/15/21 23:50,25.845,22.852,18.09,13.8,10.401,
6/15/21 23:55,25.834,22.842,18.101,13.811,10.336,
6/16/21 0:00,25.823,22.842,18.123,13.779,10.368,
6/16/21 0:05,25.802,22.842,18.112,13.747,10.347,
6/16/21 0:10,25.78,22.863,18.133,13.758,10.358,
6/16/21 0:15,25.77,22.852,18.144,13.747,10.379,
6/16/21 0:20,25.759,22.863,18.155,13.715,10.411,
6/16/21 0:25,25.737,22.874,18.166,13.704,10.443,
6/16/21 0:30,25.737,22.863,18.176,13.736,10.443,
6/16/21 0:35,25.716,22.874,18.187,13.747,10.454,
6/16/21 0:40,25.705,22.895,18.133,13.747,10.486,
6/16/21 0:45,25.673,22.874,18.176,13.779,10.497,
6/16/21 0:50,25.673,22.906,18.166,13.758,10.508,
6/16/21 0:55,25.652,22.917,18.155,13.79,10.476,
6/16/21 1:00,25.652,22.906,18.123,13.779,10.486,
6/16/21 1:05,25.641,22.927,18.144,13.758,10.454,
6/16/21 1:10,25.641,22.927,18.144,13.779,10.433,
6/16/21 1:15,25.587,22.906,18.133,13.79,10.433,
6/16/21 1:20,25.566,22.927,18.123,13.811,10.422,
6/16/21 1:25,25.577,22.938,18.133,13.79,10.39,
6/16/21 1:30,25.544,22.938,18.133,13.811,10.379,
6/16/21 1:35,25.555,22.938,18.155,13.843,10.368,
6/16/21 1:40,25.523,22.927,18.155,13.811,10.347,
6/16/21 1:45,25.502,22.927,18.166,13.865,10.336,
6/16/21 1:50,25.512,22.96,18.166,13.865,10.347,
6/16/21 1:55,25.502,22.917,18.198,13.854,10.325,
6/16/21 2:00,25.459,22.917,18.187,13.876,10.315,
6/16/21 2:05,25.448,22.917,18.176,13.865,10.304,
6/16/21 2:10,25.448,22.917,18.176,13.876,10.315,
6/16/21 2:15,25.448,22.938,18.187,13.865,10.315,
6/16/21 2:20,25.426,22.917,18.176,13.908,10.325,
6/16/21 2:25,25.416,22.938,18.198,13.876,10.325,
6/16/21 2:30,25.405,22.927,18.198,13.918,10.347,
6/16/21 2:35,25.362,22.938,18.187,13.897,10.358,
6/16/21 2:40,25.373,22.938,18.166,13.886,10.358,
6/16/21 2:45,25.341,22.949,18.176,13.897,10.379,
6/16/21 2:50,25.33,22.917,18.176,13.865,10.401,
6/16/21 2:55,25.33,22.906,18.155,13.865,10.401,
6/16/21 3:00,25.287,22.938,18.155,13.876,10.433,
6/16/21 3:05,25.298,22.938,18.144,13.854,10.433,
6/16/21 3:10,25.276,22.917,18.144,13.865,10.454,
6/16/21 3:15,25.266,22.906,18.155,13.876,10.465,
6/16/21 3:20,25.233,22.938,18.155,13.865,10.465,
6/16/21 3:25,25.244,22.917,18.123,13.833,10.465,
6/16/21 3:30,25.223,22.906,18.133,13.854,10.476,
