Sample,Round,Depth,Date,Lake,Parasite,Concentration,ConcentrationLog10Plus1
B11B10,11,10,10/27/21,Bishop,Spirobacillus,26337.5,4.42059104
B11B11,11,11,10/27/21,Bishop,Spirobacillus,24983,4.39766197
B11B12,11,12,10/27/21,Bishop,Spirobacillus,28638,4.45695785
B11B13,11,13,10/27/21,Bishop,Spirobacillus,44763,4.65092889
B11B14,11,14,10/27/21,Bishop,Spirobacillus,59297,4.77304005
B11B15,11,15,10/27/21,Bishop,Spirobacillus,81291.5,4.91005048
B11B16,11,16,10/27/21,Bishop,Spirobacillus,79722,4.90158363
B12B0,12,0,11/10/21,Bishop,Spirobacillus,1745.8,3.24224318
B12B1,12,1,11/10/21,Bishop,Spirobacillus,2156.45,3.33394074
B12B2,12,2,11/10/21,Bishop,Spirobacillus,1541.55,3.18823925
B12B3,12,3,11/10/21,Bishop,Spirobacillus,1849,3.26717173
B12B4,12,4,11/10/21,Bishop,Spirobacillus,1849,3.26717173
B12B5,12,5,11/10/21,Bishop,Spirobacillus,1133.05,3.0546322
B12B6,12,6,11/10/21,Bishop,Spirobacillus,2979.9,3.47434741
B12B7,12,7,11/10/21,Bishop,Spirobacillus,3087.4,3.48973354
B12B8,12,8,11/10/21,Bishop,Spirobacillus,4005.45,3.60275973
B12B9,12,9,11/10/21,Bishop,Spirobacillus,2466.05,3.39217795
B12B10,12,10,11/10/21,Bishop,Spirobacillus,2878.85,3.45936987
B12B11,12,11,11/10/21,Bishop,Spirobacillus,6376.9,3.80467771
B12B12,12,12,11/10/21,Bishop,Spirobacillus,39839.5,4.60032478
B12B13,12,13,11/10/21,Bishop,Spirobacillus,0,0
B12B14,12,14,11/10/21,Bishop,Spirobacillus,78754.5,4.89628089
B12B15,12,15,11/10/21,Bishop,Spirobacillus,66478,4.82268448
B12B16,12,16,11/10/21,Bishop,Spirobacillus,83226.5,4.920266849
C1B1,1,1,6/11/21,Cedar,Blastulidium,206.4,2.316808752
C1B2,1,2,6/11/21,Cedar,Blastulidium,103.2,2.017867719
C1B3,1,3,6/11/21,Cedar,Blastulidium,924.5,2.966376423
C1B4,1,4,6/11/21,Cedar,Blastulidium,2055.4,3.313107595
C1B5,1,5,6/11/21,Cedar,Blastulidium,0,0
C1B6,1,6,6/11/21,Cedar,Blastulidium,924.5,2.966376423
C1B7,1,7,6/11/21,Cedar,Blastulidium,16625.133,4.22079125
C2B1,2,1,6/21/21,Cedar,Blastulidium,2169.35,3.336529776
C2B2,2,2,6/21/21,Cedar,Blastulidium,720.25,2.858085826
C2B3,2,3,6/21/21,Cedar,Blastulidium,821.3,2.91503029
C2B4,2,4,6/21/21,Cedar,Blastulidium,0,0
C2B5,2,5,6/21/21,Cedar,Blastulidium,4734.3,3.675347498
C2B6,2,6,6/21/21,Cedar,Blastulidium,821.3,2.91503029
C2B7,2,7,6/21/21,Cedar,Blastulidium,3700.15,3.568336687
C3B1,3,1,7/6/21,Cedar,Blastulidium,4527.9,3.655992731
C3B2,3,2,7/6/21,Cedar,Blastulidium,5142.8,3.711284074
C3B3,3,3,7/6/21,Cedar,Blastulidium,5863.05,3.768197665
C3B4,3,4,7/6/21,Cedar,Blastulidium,3493.75,3.543416114
C3B5,3,5,7/6/21,Cedar,Blastulidium,614.9,2.789510204
C3B6,3,6,7/6/21,Cedar,Blastulidium,410.65,2.61452812
C3B7,3,7,7/6/21,Cedar,Blastulidium,206.4,2.316808752
C4B1,4,1,7/23/21,Cedar,Blastulidium,3315.3,3.520653811
C4B2,4,2,7/23/21,Cedar,Blastulidium,410.65,2.61452812
C4B3,4,3,7/23/21,Cedar,Blastulidium,2878.85,3.459369868
C4B4,4,4,7/23/21,Cedar,Blastulidium,166173.5,5.220564381
C4B5,4,5,7/23/21,Cedar,Blastulidium,12252.85,4.08827256
C4B6,4,6,7/23/21,Cedar,Blastulidium,957.9325,2.981788038
C4B7,4,7,7/23/21,Cedar,Blastulidium,399.685,2.602803085
C5B1,5,1,8/2/21,Cedar,Blastulidium,1337.3,3.126553478
C5B2,5,2,8/2/21,Cedar,Blastulidium,3807.65,3.580771065
C5B3,5,3,8/2/21,Cedar,Blastulidium,2672.45,3.427072066
C5B4,5,4,8/2/21,Cedar,Blastulidium,7718.5,3.887589172
C5B5,5,5,8/2/21,Cedar,Blastulidium,5037.45,3.702296953
C5B6,5,6,8/2/21,Cedar,Blastulidium,6882.50475,3.837809616
C5B7,5,7,8/2/21,Cedar,Blastulidium,22558.23,4.353324272
C6B1,6,1,8/16/21,Cedar,Blastulidium,17531.1,4.243833939
C6B2,6,2,8/16/21,Cedar,Blastulidium,14931.75,4.174139794
C6B3,6,3,8/16/21,Cedar,Blastulidium,24467,4.388598472
C6B4,6,4,8/16/21,Cedar,Blastulidium,40785.5,4.610516439
C6B5,6,5,8/16/21,Cedar,Blastulidium,10504.9,4.021433263
C6B6,6,6,8/16/21,Cedar,Blastulidium,455.026,2.658989604
C6B7,6,7,8/16/21,Cedar,Blastulidium,40193.44375,4.604166023
C7B1,7,1,8/30/21,Cedar,Blastulidium,307.45,2.489184775
C7B2,7,2,8/30/21,Cedar,Blastulidium,617.05,2.791023611
C7B3,7,3,8/30/21,Cedar,Blastulidium,821.3,2.91503029
C7B4,7,4,8/30/21,Cedar,Blastulidium,12553.85,4.098811528
C7B5,7,5,8/30/21,Cedar,Blastulidium,1849,3.267171728
C7B6,7,6,8/30/21,Cedar,Blastulidium,2014.81875,3.30445148
C7B7,7,7,8/30/21,Cedar,Blastulidium,1954.694,3.291300903
C8B0,8,0,9/13/21,Cedar,Blastulidium,1644.75,3.216363864
C8B1,8,1,9/13/21,Cedar,Blastulidium,1130.9,3.05380806
C8B2,8,2,9/13/21,Cedar,Blastulidium,1337.3,3.126553478
C8B3,8,3,9/13/21,Cedar,Blastulidium,14020.15,4.146783635
C8B4,8,4,9/13/21,Cedar,Blastulidium,7617.45,3.881866622
C8B5,8,5,9/13/21,Cedar,Blastulidium,11644.4,4.06615441
C8B6,8,6,9/13/21,Cedar,Blastulidium,25327,4.403600898
C9B0,9,0,9/27/21,Cedar,Blastulidium,1421.15,3.152945406
C9B1,9,1,9/27/21,Cedar,Blastulidium,1339.45,3.127250619
C9B2,9,2,9/27/21,Cedar,Blastulidium,3599.1,3.556314564
C9B3,9,3,9/27/21,Cedar,Blastulidium,1851.15,3.267676156
C9B4,9,4,9/27/21,Cedar,Blastulidium,74003,4.869255194
C9B5,9,5,9/27/21,Cedar,Blastulidium,3599.1,3.556314564
C9B6,9,6,9/27/21,Cedar,Blastulidium,6993.95,3.844784614
C9B7,9,7,9/27/21,Cedar,Blastulidium,20455.1,4.310822838
C10B0,10,0,10/11/21,Cedar,Blastulidium,16488.35,4.217203536
C10B1,10,1,10/11/21,Cedar,Blastulidium,11530.45,4.06188392
C10B2,10,2,10/11/21,Cedar,Blastulidium,8855.85,3.94727929
C10B3,10,3,10/11/21,Cedar,Blastulidium,24187.5,4.383608937
C10B4,10,4,10/11/21,Cedar,Blastulidium,170323,5.231275848
C10B5,10,5,10/11/21,Cedar,Blastulidium,13815.9,4.140410614
C10B6,10,6,10/11/21,Cedar,Blastulidium,10186.7,4.008076148
C10B7,10,7,10/11/21,Cedar,Blastulidium,12306.385,4.090165786
C11B0,11,0,10/25/21,Cedar,Blastulidium,11442.3,4.058551284
C11B1,11,1,10/25/21,Cedar,Blastulidium,8443.05,3.926550796
C11B2,11,2,10/25/21,Cedar,Blastulidium,9887.85,3.995145789
C11B3,11,3,10/25/21,Cedar,Blastulidium,4626.8,3.665374582
C11B4,11,4,10/25/21,Cedar,Blastulidium,8842.95,3.946646279
C11B5,11,5,10/25/21,Cedar,Blastulidium,6477.95,3.811504628
C11B6,11,6,10/25/21,Cedar,Blastulidium,8643,3.936714758
C11B7,11,7,10/25/21,Cedar,Blastulidium,8855.85,3.94727929
C12B0,12,0,11/8/21,Cedar,Blastulidium,1234.1,3.091702122
C12B1,12,1,11/8/21,Cedar,Blastulidium,1541.55,3.18823925
C12B2,12,2,11/8/21,Cedar,Blastulidium,513.85,2.711680717
C12B3,12,3,11/8/21,Cedar,Blastulidium,617.05,2.791023611
C12B4,12,4,11/8/21,Cedar,Blastulidium,1231.95,3.090945465
C12B5,12,5,11/8/21,Cedar,Blastulidium,1335.15,3.125855216
C12B6,12,6,11/8/21,Cedar,Blastulidium,1642.6,3.215796133
C12B7,12,7,11/8/21,Cedar,Blastulidium,718.1,2.856789289
C1B1,1,1,6/11/21,Cedar,Ordospora,412.8,2.616790486
C1B2,1,2,6/11/21,Cedar,Ordospora,103.2,2.017867719
C1B3,1,3,6/11/21,Cedar,Ordospora,0,0
C1B4,1,4,6/11/21,Cedar,Ordospora,0,0
C1B5,1,5,6/11/21,Cedar,Ordospora,0,0
C1B6,1,6,6/11/21,Cedar,Ordospora,103.2,2.017867719
C1B7,1,7,6/11/21,Cedar,Ordospora,13472.33,4.129474947
C2B1,2,1,6/21/21,Cedar,Ordospora,206.4,2.316808752
C2B2,2,2,6/21/21,Cedar,Ordospora,0,0
C2B3,2,3,6/21/21,Cedar,Ordospora,1335.15,3.125855216
C2B4,2,4,6/21/21,Cedar,Ordospora,0,0
C2B5,2,5,6/21/21,Cedar,Ordospora,0,0
C2B6,2,6,6/21/21,Cedar,Ordospora,206.4,2.316808752
C2B7,2,7,6/21/21,Cedar,Ordospora,103.2,2.017867719
C3B1,3,1,7/6/21,Cedar,Ordospora,206.4,2.316808752
C3B2,3,2,7/6/21,Cedar,Ordospora,720.25,2.858085826
C3B3,3,3,7/6/21,Cedar,Ordospora,1642.6,3.215796133
C3B4,3,4,7/6/21,Cedar,Ordospora,307.45,2.489184775
C3B5,3,5,7/6/21,Cedar,Ordospora,204.25,2.312283166
C3B6,3,6,7/6/21,Cedar,Ordospora,0,0
C3B7,3,7,7/6/21,Cedar,Ordospora,0,0
C4B1,4,1,7/23/21,Cedar,Ordospora,2588.6,3.413232686
C4B2,4,2,7/23/21,Cedar,Ordospora,206.4,2.316808752
C4B3,4,3,7/23/21,Cedar,Ordospora,924.5,2.966376423
C4B4,4,4,7/23/21,Cedar,Ordospora,7935.65,3.899637229
C4B5,4,5,7/23/21,Cedar,Ordospora,4723.55,3.674360449
C4B6,4,6,7/23/21,Cedar,Ordospora,955.073,2.980491054
C4B7,4,7,7/23/21,Cedar,Ordospora,936.325,2.971890201
C5B1,5,1,8/2/21,Cedar,Ordospora,2674.6,3.427421187
C5B2,5,2,8/2/21,Cedar,Ordospora,720.25,2.858085826
C5B3,5,3,8/2/21,Cedar,Ordospora,617.05,2.791023611
C5B4,5,4,8/2/21,Cedar,Ordospora,4517.15,3.654960645
C5B5,5,5,8/2/21,Cedar,Ordospora,2156.45,3.33394074
C5B6,5,6,8/2/21,Cedar,Ordospora,4265.987,3.63012132
C5B7,5,7,8/2/21,Cedar,Ordospora,894.7225,2.952173484
C6B1,6,1,8/16/21,Cedar,Ordospora,1644.75,3.216363864
C6B2,6,2,8/16/21,Cedar,Ordospora,823.45,2.916164322
C6B3,6,3,8/16/21,Cedar,Ordospora,2567.1,3.409611931
C6B4,6,4,8/16/21,Cedar,Ordospora,3493.75,3.543416114
C6B5,6,5,8/16/21,Cedar,Ordospora,6583.3,3.81850961
C6B6,6,6,8/16/21,Cedar,Ordospora,455.026,2.658989604
C6B7,6,7,8/16/21,Cedar,Ordospora,13079.66475,4.116629815
C7B1,7,1,8/30/21,Cedar,Ordospora,103.2,2.017867719
C7B2,7,2,8/30/21,Cedar,Ordospora,0,0
C7B3,7,3,8/30/21,Cedar,Ordospora,0,0
C7B4,7,4,8/30/21,Cedar,Ordospora,4730,3.674952948
C7B5,7,5,8/30/21,Cedar,Ordospora,3702.3,3.568588895
C7B6,7,6,8/30/21,Cedar,Ordospora,6604.76775,3.8199233
C7B7,7,7,8/30/21,Cedar,Ordospora,2451.043,3.389528082
C8B0,8,0,9/13/21,Cedar,Ordospora,924.5,2.966376423
C8B1,8,1,9/13/21,Cedar,Ordospora,103.2,2.017867719
C8B2,8,2,9/13/21,Cedar,Ordospora,410.65,2.61452812
C8B3,8,3,9/13/21,Cedar,Ordospora,924.5,2.966376423
C8B4,8,4,9/13/21,Cedar,Ordospora,1954.35,3.291224506
C8B5,8,5,9/13/21,Cedar,Ordospora,6179.1,3.790995502
C8B6,8,6,9/13/21,Cedar,Ordospora,5663.1,3.753130912
C9B0,9,0,9/27/21,Cedar,Ordospora,1032,3.014100322
C9B1,9,1,9/27/21,Cedar,Ordospora,410.65,2.61452812
C9B2,9,2,9/27/21,Cedar,Ordospora,1745.8,3.242243183
C9B3,9,3,9/27/21,Cedar,Ordospora,206.4,2.316808752
C9B4,9,4,9/27/21,Cedar,Ordospora,1234.1,3.091702122
C9B5,9,5,9/27/21,Cedar,Ordospora,103.2,2.017867719
C9B6,9,6,9/27/21,Cedar,Ordospora,4624.65,3.665172769
C9B7,9,7,9/27/21,Cedar,Ordospora,3700.15,3.568336687
C10B0,10,0,10/11/21,Cedar,Ordospora,309.6,2.492201451
C10B1,10,1,10/11/21,Cedar,Ordospora,103.2,2.017867719
C10B2,10,2,10/11/21,Cedar,Ordospora,513.85,2.711680717
C10B3,10,3,10/11/21,Cedar,Ordospora,1541.55,3.18823925
C10B4,10,4,10/11/21,Cedar,Ordospora,410.65,2.61452812
C10B5,10,5,10/11/21,Cedar,Ordospora,2670.3,3.426722664
C10B6,10,6,10/11/21,Cedar,Ordospora,6172.65,3.790542005
C10B7,10,7,10/11/21,Cedar,Ordospora,4016.415,3.603946697
C11B0,11,0,10/25/21,Cedar,Ordospora,720.25,2.858085826
C11B1,11,1,10/25/21,Cedar,Ordospora,307.45,2.489184775
C11B2,11,2,10/25/21,Cedar,Ordospora,307.45,2.489184775
C11B3,11,3,10/25/21,Cedar,Ordospora,0,0
C11B4,11,4,10/25/21,Cedar,Ordospora,720.25,2.858085826
C11B5,11,5,10/25/21,Cedar,Ordospora,410.65,2.61452812
C11B6,11,6,10/25/21,Cedar,Ordospora,513.85,2.711680717
C11B7,11,7,10/25/21,Cedar,Ordospora,1130.9,3.05380806
C12B0,12,0,11/8/21,Cedar,Ordospora,307.45,2.489184775
C12B1,12,1,11/8/21,Cedar,Ordospora,0,0
C12B2,12,2,11/8/21,Cedar,Ordospora,103.2,2.017867719
C12B3,12,3,11/8/21,Cedar,Ordospora,206.4,2.316808752
C12B4,12,4,11/8/21,Cedar,Ordospora,410.65,2.61452812
C12B5,12,5,11/8/21,Cedar,Ordospora,307.45,2.489184775
C12B6,12,6,11/8/21,Cedar,Ordospora,103.2,2.017867719
C12B7,12,7,11/8/21,Cedar,Ordospora,103.2,2.017867719
C1B1,1,1,6/11/21,Cedar,Metschnikowia,206.4,2.316808752
C1B2,1,2,6/11/21,Cedar,Metschnikowia,103.2,2.017867719
C1B3,1,3,6/11/21,Cedar,Metschnikowia,0,0
C1B4,1,4,6/11/21,Cedar,Metschnikowia,103.2,2.017867719
C1B5,1,5,6/11/21,Cedar,Metschnikowia,0,0
C1B6,1,6,6/11/21,Cedar,Metschnikowia,0,0
C1B7,1,7,6/11/21,Cedar,Metschnikowia,0,0
C2B1,2,1,6/21/21,Cedar,Metschnikowia,726.7,2.861952375
C2B2,2,2,6/21/21,Cedar,Metschnikowia,720.25,2.858085826
C2B3,2,3,6/21/21,Cedar,Metschnikowia,103.2,2.017867719
C2B4,2,4,6/21/21,Cedar,Metschnikowia,0,0
C2B5,2,5,6/21/21,Cedar,Metschnikowia,206.4,2.316808752
C2B6,2,6,6/21/21,Cedar,Metschnikowia,307.45,2.489184775
C2B7,2,7,6/21/21,Cedar,Metschnikowia,617.05,2.791023611
C3B1,3,1,7/6/21,Cedar,Metschnikowia,0,0
C3B2,3,2,7/6/21,Cedar,Metschnikowia,0,0
C3B3,3,3,7/6/21,Cedar,Metschnikowia,0,0
C3B4,3,4,7/6/21,Cedar,Metschnikowia,0,0
C3B5,3,5,7/6/21,Cedar,Metschnikowia,0,0
C3B6,3,6,7/6/21,Cedar,Metschnikowia,0,0
C3B7,3,7,7/6/21,Cedar,Metschnikowia,0,0
C4B1,4,1,7/23/21,Cedar,Metschnikowia,206.4,2.316808752
C4B2,4,2,7/23/21,Cedar,Metschnikowia,0,0
C4B3,4,3,7/23/21,Cedar,Metschnikowia,0,0
C4B4,4,4,7/23/21,Cedar,Metschnikowia,309.6,2.492201451
C4B5,4,5,7/23/21,Cedar,Metschnikowia,0,0
C4B6,4,6,7/23/21,Cedar,Metschnikowia,0,0
C4B7,4,7,7/23/21,Cedar,Metschnikowia,134.16,2.130848183
C5B1,5,1,8/2/21,Cedar,Metschnikowia,0,0
C5B2,5,2,8/2/21,Cedar,Metschnikowia,0,0
C5B3,5,3,8/2/21,Cedar,Metschnikowia,0,0
C5B4,5,4,8/2/21,Cedar,Metschnikowia,0,0
C5B5,5,5,8/2/21,Cedar,Metschnikowia,0,0
C5B6,5,6,8/2/21,Cedar,Metschnikowia,164.604,2.219070823
C5B7,5,7,8/2/21,Cedar,Metschnikowia,0,0
C6B1,6,1,8/16/21,Cedar,Metschnikowia,0,0
C6B2,6,2,8/16/21,Cedar,Metschnikowia,0,0
C6B3,6,3,8/16/21,Cedar,Metschnikowia,0,0
C6B4,6,4,8/16/21,Cedar,Metschnikowia,0,0
C6B5,6,5,8/16/21,Cedar,Metschnikowia,0,0
C6B6,6,6,8/16/21,Cedar,Metschnikowia,0,0
C6B7,6,7,8/16/21,Cedar,Metschnikowia,0,0
C7B1,7,1,8/30/21,Cedar,Metschnikowia,103.2,2.017867719
C7B2,7,2,8/30/21,Cedar,Metschnikowia,0,0
C7B3,7,3,8/30/21,Cedar,Metschnikowia,0,0
C7B4,7,4,8/30/21,Cedar,Metschnikowia,0,0
C7B5,7,5,8/30/21,Cedar,Metschnikowia,103.2,2.017867719
C7B6,7,6,8/30/21,Cedar,Metschnikowia,0,0
C7B7,7,7,8/30/21,Cedar,Metschnikowia,245.616,2.392021249
C8B0,8,0,9/13/21,Cedar,Metschnikowia,0,0
C8B1,8,1,9/13/21,Cedar,Metschnikowia,103.2,2.017867719
C8B2,8,2,9/13/21,Cedar,Metschnikowia,0,0
C8B3,8,3,9/13/21,Cedar,Metschnikowia,0,0
C8B4,8,4,9/13/21,Cedar,Metschnikowia,103.2,2.017867719
C8B5,8,5,9/13/21,Cedar,Metschnikowia,0,0
C8B6,8,6,9/13/21,Cedar,Metschnikowia,0,0
C9B0,9,0,9/27/21,Cedar,Metschnikowia,0,0
C9B1,9,1,9/27/21,Cedar,Metschnikowia,103.2,2.017867719
C9B2,9,2,9/27/21,Cedar,Metschnikowia,206.4,2.316808752
C9B3,9,3,9/27/21,Cedar,Metschnikowia,0,0
C9B4,9,4,9/27/21,Cedar,Metschnikowia,0,0
C9B5,9,5,9/27/21,Cedar,Metschnikowia,0,0
C9B6,9,6,9/27/21,Cedar,Metschnikowia,0,0
C9B7,9,7,9/27/21,Cedar,Metschnikowia,0,0
C10B0,10,0,10/11/21,Cedar,Metschnikowia,0,0
C10B1,10,1,10/11/21,Cedar,Metschnikowia,0,0
C10B2,10,2,10/11/21,Cedar,Metschnikowia,0,0
C10B3,10,3,10/11/21,Cedar,Metschnikowia,0,0
C10B4,10,4,10/11/21,Cedar,Metschnikowia,103.2,2.017867719
C10B5,10,5,10/11/21,Cedar,Metschnikowia,0,0
C10B6,10,6,10/11/21,Cedar,Metschnikowia,103.2,2.017867719
C10B7,10,7,10/11/21,Cedar,Metschnikowia,134.16,2.130848183
C11B0,11,0,10/25/21,Cedar,Metschnikowia,0,0
C11B1,11,1,10/25/21,Cedar,Metschnikowia,103.2,2.017867719
C11B2,11,2,10/25/21,Cedar,Metschnikowia,0,0
C11B3,11,3,10/25/21,Cedar,Metschnikowia,0,0
C11B4,11,4,10/25/21,Cedar,Metschnikowia,0,0
C11B5,11,5,10/25/21,Cedar,Metschnikowia,0,0
C11B6,11,6,10/25/21,Cedar,Metschnikowia,0,0
C11B7,11,7,10/25/21,Cedar,Metschnikowia,0,0
C12B0,12,0,11/8/21,Cedar,Metschnikowia,0,0
C12B1,12,1,11/8/21,Cedar,Metschnikowia,0,0
C12B2,12,2,11/8/21,Cedar,Metschnikowia,103.2,2.017867719
C12B3,12,3,11/8/21,Cedar,Metschnikowia,0,0
C12B4,12,4,11/8/21,Cedar,Metschnikowia,0,0
C12B5,12,5,11/8/21,Cedar,Metschnikowia,0,0
C12B6,12,6,11/8/21,Cedar,Metschnikowia,103.2,2.017867719
C12B7,12,7,11/8/21,Cedar,Metschnikowia,103.2,2.017867719
C1B1,1,1,6/11/21,Cedar,Pasteuria,0,0
C1B2,1,2,6/11/21,Cedar,Pasteuria,0,0
C1B3,1,3,6/11/21,Cedar,Pasteuria,0,0
C1B4,1,4,6/11/21,Cedar,Pasteuria,0,0
C1B5,1,5,6/11/21,Cedar,Pasteuria,0,0
C1B6,1,6,6/11/21,Cedar,Pasteuria,0,0
C1B7,1,7,6/11/21,Cedar,Pasteuria,16958.469,4.22941225
C2B1,2,1,6/21/21,Cedar,Pasteuria,0,0
C2B2,2,2,6/21/21,Cedar,Pasteuria,103.2,2.017867719
C2B3,2,3,6/21/21,Cedar,Pasteuria,0,0
C2B4,2,4,6/21/21,Cedar,Pasteuria,103.2,2.017867719
C2B5,2,5,6/21/21,Cedar,Pasteuria,0,0
C2B6,2,6,6/21/21,Cedar,Pasteuria,0,0
C2B7,2,7,6/21/21,Cedar,Pasteuria,0,0
C3B1,3,1,7/6/21,Cedar,Pasteuria,103.2,2.017867719
C3B2,3,2,7/6/21,Cedar,Pasteuria,0,0
C3B3,3,3,7/6/21,Cedar,Pasteuria,206.4,2.316808752
C3B4,3,4,7/6/21,Cedar,Pasteuria,103.2,2.017867719
C3B5,3,5,7/6/21,Cedar,Pasteuria,0,0
C3B6,3,6,7/6/21,Cedar,Pasteuria,0,0
C3B7,3,7,7/6/21,Cedar,Pasteuria,206.4,2.316808752
C4B1,4,1,7/23/21,Cedar,Pasteuria,103.2,2.017867719
C4B2,4,2,7/23/21,Cedar,Pasteuria,0,0
C4B3,4,3,7/23/21,Cedar,Pasteuria,103.2,2.017867719
C4B4,4,4,7/23/21,Cedar,Pasteuria,0,0
C4B5,4,5,7/23/21,Cedar,Pasteuria,307.45,2.489184775
C4B6,4,6,7/23/21,Cedar,Pasteuria,0,0
C4B7,4,7,7/23/21,Cedar,Pasteuria,134.16,2.130848183
C5B1,5,1,8/2/21,Cedar,Pasteuria,0,0
C5B2,5,2,8/2/21,Cedar,Pasteuria,0,0
C5B3,5,3,8/2/21,Cedar,Pasteuria,0,0
C5B4,5,4,8/2/21,Cedar,Pasteuria,1130.9,3.05380806
C5B5,5,5,8/2/21,Cedar,Pasteuria,103.2,2.017867719
C5B6,5,6,8/2/21,Cedar,Pasteuria,654.98675,2.816895067
C5B7,5,7,8/2/21,Cedar,Pasteuria,0,0
C6B1,6,1,8/16/21,Cedar,Pasteuria,0,0
C6B2,6,2,8/16/21,Cedar,Pasteuria,0,0
C6B3,6,3,8/16/21,Cedar,Pasteuria,0,0
C6B4,6,4,8/16/21,Cedar,Pasteuria,0,0
C6B5,6,5,8/16/21,Cedar,Pasteuria,103.2,2.017867719
C6B6,6,6,8/16/21,Cedar,Pasteuria,0,0
C6B7,6,7,8/16/21,Cedar,Pasteuria,1992.2975,3.299572122
C7B1,7,1,8/30/21,Cedar,Pasteuria,0,0
C7B2,7,2,8/30/21,Cedar,Pasteuria,0,0
C7B3,7,3,8/30/21,Cedar,Pasteuria,103.2,2.017867719
C7B4,7,4,8/30/21,Cedar,Pasteuria,0,0
C7B5,7,5,8/30/21,Cedar,Pasteuria,307.45,2.489184775
C7B6,7,6,8/30/21,Cedar,Pasteuria,917.22225,2.962947812
C7B7,7,7,8/30/21,Cedar,Pasteuria,3182.774,3.502942232
C8B0,8,0,9/13/21,Cedar,Pasteuria,0,0
C8B1,8,1,9/13/21,Cedar,Pasteuria,0,0
C8B2,8,2,9/13/21,Cedar,Pasteuria,0,0
C8B3,8,3,9/13/21,Cedar,Pasteuria,0,0
C8B4,8,4,9/13/21,Cedar,Pasteuria,103.2,2.017867719
C8B5,8,5,9/13/21,Cedar,Pasteuria,0,0
C8B6,8,6,9/13/21,Cedar,Pasteuria,0,0
C9B0,9,0,9/27/21,Cedar,Pasteuria,109.65,2.043951418
C9B1,9,1,9/27/21,Cedar,Pasteuria,0,0
C9B2,9,2,9/27/21,Cedar,Pasteuria,206.4,2.316808752
C9B3,9,3,9/27/21,Cedar,Pasteuria,0,0
C9B4,9,4,9/27/21,Cedar,Pasteuria,0,0
C9B5,9,5,9/27/21,Cedar,Pasteuria,0,0
C9B6,9,6,9/27/21,Cedar,Pasteuria,307.45,2.489184775
C9B7,9,7,9/27/21,Cedar,Pasteuria,513.85,2.711680717
C10B0,10,0,10/11/21,Cedar,Pasteuria,0,0
C10B1,10,1,10/11/21,Cedar,Pasteuria,0,0
C10B2,10,2,10/11/21,Cedar,Pasteuria,0,0
C10B3,10,3,10/11/21,Cedar,Pasteuria,0,0
C10B4,10,4,10/11/21,Cedar,Pasteuria,0,0
C10B5,10,5,10/11/21,Cedar,Pasteuria,206.4,2.316808752
C10B6,10,6,10/11/21,Cedar,Pasteuria,103.2,2.017867719
C10B7,10,7,10/11/21,Cedar,Pasteuria,268.32,2.430268606
C11B0,11,0,10/25/21,Cedar,Pasteuria,0,0
C11B1,11,1,10/25/21,Cedar,Pasteuria,103.2,2.017867719
C11B2,11,2,10/25/21,Cedar,Pasteuria,0,0
C11B3,11,3,10/25/21,Cedar,Pasteuria,0,0
C11B4,11,4,10/25/21,Cedar,Pasteuria,0,0
C11B5,11,5,10/25/21,Cedar,Pasteuria,0,0
C11B6,11,6,10/25/21,Cedar,Pasteuria,0,0
C11B7,11,7,10/25/21,Cedar,Pasteuria,0,0
C12B0,12,0,11/8/21,Cedar,Pasteuria,0,0
C12B1,12,1,11/8/21,Cedar,Pasteuria,0,0
C12B2,12,2,11/8/21,Cedar,Pasteuria,0,0
C12B3,12,3,11/8/21,Cedar,Pasteuria,0,0
C12B4,12,4,11/8/21,Cedar,Pasteuria,0,0
C12B5,12,5,11/8/21,Cedar,Pasteuria,0,0
C12B6,12,6,11/8/21,Cedar,Pasteuria,0,0
C12B7,12,7,11/8/21,Cedar,Pasteuria,103.2,2.017867719
C1B1,1,1,6/11/21,Cedar,Spirobacillus,60071,4.778672091
C1B2,1,2,6/11/21,Cedar,Spirobacillus,91203,4.960013886
C1B3,1,3,6/11/21,Cedar,Spirobacillus,24789.5,4.394285286
C1B4,1,4,6/11/21,Cedar,Spirobacillus,9262.2,3.966761041
C1B5,1,5,6/11/21,Cedar,Spirobacillus,0,0
C1B6,1,6,6/11/21,Cedar,Spirobacillus,7507.8,3.875570537
C1B7,1,7,6/11/21,Cedar,Spirobacillus,99723.02,4.998799777
C2B1,2,1,6/21/21,Cedar,Spirobacillus,112337.5,5.050528621
C2B2,2,2,6/21/21,Cedar,Spirobacillus,75486.5,4.877875043
C2B3,2,3,6/21/21,Cedar,Spirobacillus,122550,5.088316859
C2B4,2,4,6/21/21,Cedar,Spirobacillus,513.85,2.711680717
C2B5,2,5,6/21/21,Cedar,Spirobacillus,39689,4.598681099
C2B6,2,6,6/21/21,Cedar,Spirobacillus,53986.5,4.732293217
C2B7,2,7,6/21/21,Cedar,Spirobacillus,90063.5,4.954553642
C3B1,3,1,7/6/21,Cedar,Spirobacillus,1210020,6.082792908
C3B2,3,2,7/6/21,Cedar,Spirobacillus,1043180,6.018359668
C3B3,3,3,7/6/21,Cedar,Spirobacillus,823450,5.915637761
C3B4,3,4,7/6/21,Cedar,Spirobacillus,58974.5,4.770671632
C3B5,3,5,7/6/21,Cedar,Spirobacillus,86043,4.934720592
