Sample,Round,Depth,Date,Lake,Parasite,Concentration,ConcentrationLog10Plus1
CW1B6a,1,6,6/11/21,CrookedW,Spirobacillus,3820.62525,3.582248098
CW2B1,2,1,6/21/21,CrookedW,Spirobacillus,15862.7,4.200404488
CW2B2,2,2,6/21/21,CrookedW,Spirobacillus,22489,4.351989455
CW2B3,2,3,6/21/21,CrookedW,Spirobacillus,15443.45,4.188772447
CW2B4,2,4,6/21/21,CrookedW,Spirobacillus,25907.5,4.41344227
CW2B5,2,5,6/21/21,CrookedW,Spirobacillus,23951,4.379341783
CW2B6,2,6,6/21/21,CrookedW,Spirobacillus,17105.4,4.233158623
CW3B1,3,1,7/6/21,CrookedW,Spirobacillus,23951,4.379341783
CW3B2,3,2,7/6/21,CrookedW,Spirobacillus,19792.9,4.296531372
CW3B3,3,3,7/6/21,CrookedW,Spirobacillus,18345.95,4.263563877
CW3B4,3,4,7/6/21,CrookedW,Spirobacillus,34314,4.535484003
CW3B5,3,5,7/6/21,CrookedW,Spirobacillus,42118.5,4.624483207
CW3B6,3,6,7/6/21,CrookedW,Spirobacillus,151037.5,5.179087664
CW4B1,4,1,7/23/21,CrookedW,Spirobacillus,5865.2,3.768356866
CW4B2,4,2,7/23/21,CrookedW,Spirobacillus,4622.5,3.664970862
CW4B3,4,3,7/23/21,CrookedW,Spirobacillus,3809.8,3.581016157
CW4B4,4,4,7/23/21,CrookedW,Spirobacillus,3601.25,3.55657385
CW4B5,4,5,7/23/21,CrookedW,Spirobacillus,4317.2,3.635302753
CW5B1,5,1,8/2/21,CrookedW,Spirobacillus,1950.05,3.290268399
CW5B2,5,2,8/2/21,CrookedW,Spirobacillus,2773.5,3.443184729
CW5B3,5,3,8/2/21,CrookedW,Spirobacillus,2569.25,3.409975368
CW5B4,5,4,8/2/21,CrookedW,Spirobacillus,2670.3,3.426722664
CW5B5,5,5,8/2/21,CrookedW,Spirobacillus,4828.9,3.683938139
CW5B6,5,6,8/2/21,CrookedW,Spirobacillus,4214,3.624797579
CW6B1,6,1,8/16/21,CrookedW,Spirobacillus,3594.8,3.555795528
CW6B2,6,2,8/16/21,CrookedW,Spirobacillus,1952.2,3.290746716
CW6B3,6,3,8/16/21,CrookedW,Spirobacillus,2876.7,3.459045517
CW6B4,6,4,8/16/21,CrookedW,Spirobacillus,4523.6,3.655580191
CW6B5,6,5,8/16/21,CrookedW,Spirobacillus,3493.75,3.543416114
CW6B6,6,6,8/16/21,CrookedW,Spirobacillus,6199.912,3.792455568
CW7B1,7,1,8/30/21,CrookedW,Spirobacillus,10403.85,4.017235824
CW7B2,7,2,8/30/21,CrookedW,Spirobacillus,8842.95,3.946646279
CW7B3,7,3,8/30/21,CrookedW,Spirobacillus,8225.9,3.915236218
CW7B4,7,4,8/30/21,CrookedW,Spirobacillus,8124.85,3.909868801
CW7B5,7,5,8/30/21,CrookedW,Spirobacillus,9257.9,3.966559394
CW7B6,7,6,8/30/21,CrookedW,Spirobacillus,21372.34375,4.329872471
CW8B0,8,0,9/13/21,CrookedW,Spirobacillus,1849,3.267171728
CW8B1,8,1,9/13/21,CrookedW,Spirobacillus,4007.6,3.602992722
CW8B2,8,2,9/13/21,CrookedW,Spirobacillus,2979.9,3.474347407
CW8B3,8,3,9/13/21,CrookedW,Spirobacillus,4740.75,3.675938653
CW8B4,8,4,9/13/21,CrookedW,Spirobacillus,4831.05,3.68413142
CW8B5,8,5,9/13/21,CrookedW,Spirobacillus,6166.2,3.790088033
CW8B6,8,6,9/13/21,CrookedW,Spirobacillus,12143.2,4.084368911
CW9B0,9,0,9/27/21,CrookedW,Spirobacillus,5035.3,3.702111592
CW9B1,9,1,9/27/21,CrookedW,Spirobacillus,4007.6,3.602992722
CW9B2,9,2,9/27/21,CrookedW,Spirobacillus,3394.85,3.530948499
CW9B3,9,3,9/27/21,CrookedW,Spirobacillus,4934.25,3.693309157
CW9B4,9,4,9/27/21,CrookedW,Spirobacillus,3801.2,3.580034958
CW9B5,9,5,9/27/21,CrookedW,Spirobacillus,4110.8,3.614031982
CW9B6,9,6,9/27/21,CrookedW,Spirobacillus,10289.9,4.012453358
CW10B0,10,0,10/11/21,CrookedW,Spirobacillus,7817.4,3.893117886
CW10B1,10,1,10/11/21,CrookedW,Spirobacillus,4826.75,3.683744773
CW10B2,10,2,10/11/21,CrookedW,Spirobacillus,5652.35,3.752305874
CW10B3,10,3,10/11/21,CrookedW,Spirobacillus,4523.6,3.655580191
CW10B4,10,4,10/11/21,CrookedW,Spirobacillus,2567.1,3.409611931
CW10B5,10,5,10/11/21,CrookedW,Spirobacillus,6579,3.818225894
CW10B6,10,6,10/11/21,CrookedW,Spirobacillus,5757.7,3.760324455
CW11B0,11,0,10/25/21,CrookedW,Spirobacillus,6781.1,3.831364189
CW11B1,11,1,10/25/21,CrookedW,Spirobacillus,6682.2,3.824984458
CW11B2,11,2,10/25/21,CrookedW,Spirobacillus,4007.6,3.602992722
CW11B3,11,3,10/25/21,CrookedW,Spirobacillus,6477.95,3.811504628
CW11B4,11,4,10/25/21,CrookedW,Spirobacillus,5445.95,3.736153389
CW11B5,11,5,10/25/21,CrookedW,Spirobacillus,5974.85,3.776399688
CW11B6,11,6,10/25/21,CrookedW,Spirobacillus,5656.65,3.752636077
CW12B0,12,0,11/8/21,CrookedW,Spirobacillus,718.1,2.856789289
CW12B1,12,1,11/8/21,CrookedW,Spirobacillus,821.3,2.91503029
CW12B2,12,2,11/8/21,CrookedW,Spirobacillus,1036.3,3.015904378
CW12B3,12,3,11/8/21,CrookedW,Spirobacillus,1438.35,3.158166412
CW12B4,12,4,11/8/21,CrookedW,Spirobacillus,924.5,2.966376423
CW12B5,12,5,11/8/21,CrookedW,Spirobacillus,1234.1,3.091702122
CW12B6,12,6,11/8/21,CrookedW,Spirobacillus,1335.15,3.125855216
LA1B1,1,1,6/9/21,LilAp,Blastulidium,0,0
LA1B2,1,2,6/9/21,LilAp,Blastulidium,0,0
LA1B3,1,3,6/9/21,LilAp,Blastulidium,103.2,2.017867719
LA1B4,1,4,6/9/21,LilAp,Blastulidium,307.45,2.489184775
LA1B5,1,5,6/9/21,LilAp,Blastulidium,0,0
LA1B6,1,6,6/9/21,LilAp,Blastulidium,1174.0075,3.070040639
LA2B1,2,1,6/23/21,LilAp,Blastulidium,0,0
LA2B2,2,2,6/23/21,LilAp,Blastulidium,0,0
LA2B3,2,3,6/23/21,LilAp,Blastulidium,0,0
LA2B4,2,4,6/23/21,LilAp,Blastulidium,0,0
LA2B5,2,5,6/23/21,LilAp,Blastulidium,0,0
LA2B6,2,6,6/23/21,LilAp,Blastulidium,0,0
LA3B1,3,1,7/7/21,LilAp,Blastulidium,0,0
LA3B2,3,2,7/7/21,LilAp,Blastulidium,0,0
LA3B3,3,3,7/7/21,LilAp,Blastulidium,0,0
LA3B4,3,4,7/7/21,LilAp,Blastulidium,103.2,2.017867719
LA3B5,3,5,7/7/21,LilAp,Blastulidium,0,0
LA3B6,3,6,7/7/21,LilAp,Blastulidium,0,0
LA4B1,4,1,7/21/21,LilAp,Blastulidium,0,0
LA4B2,4,2,7/21/21,LilAp,Blastulidium,0,0
LA4B3,4,3,7/21/21,LilAp,Blastulidium,0,0
LA4B4,4,4,7/21/21,LilAp,Blastulidium,103.2,2.017867719
LA4B5,4,5,7/21/21,LilAp,Blastulidium,0,0
LA4B6,4,6,7/21/21,LilAp,Blastulidium,0,0
LA5B1,5,1,8/4/21,LilAp,Blastulidium,0,0
LA5B2,5,2,8/4/21,LilAp,Blastulidium,0,0
LA5B3,5,3,8/4/21,LilAp,Blastulidium,0,0
LA5B4,5,4,8/4/21,LilAp,Blastulidium,0,0
LA5B5,5,5,8/4/21,LilAp,Blastulidium,0,0
LA5B6,5,6,8/4/21,LilAp,Blastulidium,0,0
LA6B1,6,1,8/18/21,LilAp,Blastulidium,103.2,2.017867719
LA6B2,6,2,8/18/21,LilAp,Blastulidium,307.45,2.489184775
LA6B3,6,3,8/18/21,LilAp,Blastulidium,0,0
LA6B4,6,4,8/18/21,LilAp,Blastulidium,0,0
LA6B5,6,5,8/18/21,LilAp,Blastulidium,0,0
LA6B6,6,6,8/18/21,LilAp,Blastulidium,0,0
LA7B1,7,1,9/1/21,LilAp,Blastulidium,0,0
LA7B2,7,2,9/1/21,LilAp,Blastulidium,103.2,2.017867719
LA7B3,7,3,9/1/21,LilAp,Blastulidium,0,0
LA7B4,7,4,9/1/21,LilAp,Blastulidium,0,0
LA7B5,7,5,9/1/21,LilAp,Blastulidium,0,0
LA7B6,7,6,9/1/21,LilAp,Blastulidium,0,0
LA8B0,8,0,9/15/21,LilAp,Blastulidium,0,0
LA8B1,8,1,9/15/21,LilAp,Blastulidium,103.2,2.017867719
LA8B2,8,2,9/15/21,LilAp,Blastulidium,0,0
LA8B3,8,3,9/15/21,LilAp,Blastulidium,103.2,2.017867719
LA8B4,8,4,9/15/21,LilAp,Blastulidium,718.1,2.856789289
LA8B5,8,5,9/15/21,LilAp,Blastulidium,0,0
LA8B6,8,6,9/15/21,LilAp,Blastulidium,0,0
LA9B0,9,0,9/29/21,LilAp,Blastulidium,0,0
LA9B1,9,1,9/29/21,LilAp,Blastulidium,0,0
LA9B2,9,2,9/29/21,LilAp,Blastulidium,3596.95,3.556055124
LA9B3,9,3,9/29/21,LilAp,Blastulidium,0,0
LA9B4,9,4,9/29/21,LilAp,Blastulidium,103.2,2.017867719
LA9B5,9,5,9/29/21,LilAp,Blastulidium,0,0
LA9B6,9,6,9/29/21,LilAp,Blastulidium,0,0
LA10B0,10,0,10/13/21,LilAp,Blastulidium,103.2,2.017867719
LA10B1,10,1,10/13/21,LilAp,Blastulidium,0,0
LA10B2,10,2,10/13/21,LilAp,Blastulidium,206.4,2.316808752
LA10B3,10,3,10/13/21,LilAp,Blastulidium,0,0
LA10B4,10,4,10/13/21,LilAp,Blastulidium,0,0
LA10B5,10,5,10/13/21,LilAp,Blastulidium,0,0
LA10B6,10,6,10/13/21,LilAp,Blastulidium,0,0
LA11B0,11,0,10/27/21,LilAp,Blastulidium,0,0
LA11B1,11,1,10/27/21,LilAp,Blastulidium,513.85,2.711680717
LA11B2,11,2,10/27/21,LilAp,Blastulidium,0,0
LA11B3,11,3,10/27/21,LilAp,Blastulidium,307.45,2.489184775
LA11B4,11,4,10/27/21,LilAp,Blastulidium,103.2,2.017867719
LA11B5,11,5,10/27/21,LilAp,Blastulidium,0,0
LA11B6,11,6,10/27/21,LilAp,Blastulidium,0,0
LA12B0,12,0,11/10/21,LilAp,Blastulidium,0,0
LA12B1,12,1,11/10/21,LilAp,Blastulidium,103.2,2.017867719
LA12B2,12,2,11/10/21,LilAp,Blastulidium,103.2,2.017867719
LA12B3,12,3,11/10/21,LilAp,Blastulidium,307.45,2.489184775
LA12B4,12,4,11/10/21,LilAp,Blastulidium,0,0
LA12B5,12,5,11/10/21,LilAp,Blastulidium,0,0
LA12B6,12,6,11/10/21,LilAp,Blastulidium,307.45,2.489184775
LA1B1,1,1,6/9/21,LilAp,Ordospora,0,0
LA1B2,1,2,6/9/21,LilAp,Ordospora,103.2,2.017867719
LA1B3,1,3,6/9/21,LilAp,Ordospora,0,0
LA1B4,1,4,6/9/21,LilAp,Ordospora,0,0
LA1B5,1,5,6/9/21,LilAp,Ordospora,0,0
LA1B6,1,6,6/9/21,LilAp,Ordospora,336.432,2.528186266
LA2B1,2,1,6/23/21,LilAp,Ordospora,0,0
LA2B2,2,2,6/23/21,LilAp,Ordospora,0,0
LA2B3,2,3,6/23/21,LilAp,Ordospora,0,0
LA2B4,2,4,6/23/21,LilAp,Ordospora,103.2,2.017867719
LA2B5,2,5,6/23/21,LilAp,Ordospora,0,0
LA2B6,2,6,6/23/21,LilAp,Ordospora,0,0
LA3B1,3,1,7/7/21,LilAp,Ordospora,0,0
LA3B2,3,2,7/7/21,LilAp,Ordospora,206.4,2.316808752
LA3B3,3,3,7/7/21,LilAp,Ordospora,0,0
LA3B4,3,4,7/7/21,LilAp,Ordospora,0,0
LA3B5,3,5,7/7/21,LilAp,Ordospora,206.4,2.316808752
LA3B6,3,6,7/7/21,LilAp,Ordospora,0,0
LA4B1,4,1,7/21/21,LilAp,Ordospora,129,2.113943352
LA4B2,4,2,7/21/21,LilAp,Ordospora,0,0
LA4B3,4,3,7/21/21,LilAp,Ordospora,206.4,2.316808752
LA4B4,4,4,7/21/21,LilAp,Ordospora,307.45,2.489184775
LA4B5,4,5,7/21/21,LilAp,Ordospora,206.4,2.316808752
LA4B6,4,6,7/21/21,LilAp,Ordospora,113.004,2.056920089
LA5B1,5,1,8/4/21,LilAp,Ordospora,0,0
LA5B2,5,2,8/4/21,LilAp,Ordospora,0,0
LA5B3,5,3,8/4/21,LilAp,Ordospora,513.85,2.711680717
LA5B4,5,4,8/4/21,LilAp,Ordospora,206.4,2.316808752
LA5B5,5,5,8/4/21,LilAp,Ordospora,103.2,2.017867719
LA5B6,5,6,8/4/21,LilAp,Ordospora,103.2,2.017867719
LA6B1,6,1,8/18/21,LilAp,Ordospora,0,0
LA6B2,6,2,8/18/21,LilAp,Ordospora,0,0
LA6B3,6,3,8/18/21,LilAp,Ordospora,0,0
LA6B4,6,4,8/18/21,LilAp,Ordospora,0,0
LA6B5,6,5,8/18/21,LilAp,Ordospora,0,0
LA6B6,6,6,8/18/21,LilAp,Ordospora,103.2,2.017867719
LA7B1,7,1,9/1/21,LilAp,Ordospora,103.2,2.017867719
LA7B2,7,2,9/1/21,LilAp,Ordospora,204.25,2.312283166
LA7B3,7,3,9/1/21,LilAp,Ordospora,103.2,2.017867719
LA7B4,7,4,9/1/21,LilAp,Ordospora,204.25,2.312283166
LA7B5,7,5,9/1/21,LilAp,Ordospora,0,0
LA7B6,7,6,9/1/21,LilAp,Ordospora,0,0
LA8B0,8,0,9/15/21,LilAp,Ordospora,0,0
LA8B1,8,1,9/15/21,LilAp,Ordospora,103.2,2.017867719
LA8B2,8,2,9/15/21,LilAp,Ordospora,0,0
LA8B3,8,3,9/15/21,LilAp,Ordospora,103.2,2.017867719
LA8B4,8,4,9/15/21,LilAp,Ordospora,206.4,2.316808752
LA8B5,8,5,9/15/21,LilAp,Ordospora,103.2,2.017867719
LA8B6,8,6,9/15/21,LilAp,Ordospora,206.4,2.316808752
LA9B0,9,0,9/29/21,LilAp,Ordospora,617.05,2.791023611
LA9B1,9,1,9/29/21,LilAp,Ordospora,103.2,2.017867719
LA9B2,9,2,9/29/21,LilAp,Ordospora,0,0
LA9B3,9,3,9/29/21,LilAp,Ordospora,0,0
LA9B4,9,4,9/29/21,LilAp,Ordospora,410.65,2.61452812
LA9B5,9,5,9/29/21,LilAp,Ordospora,103.2,2.017867719
LA9B6,9,6,9/29/21,LilAp,Ordospora,0,0
LA10B0,10,0,10/13/21,LilAp,Ordospora,0,0
LA10B1,10,1,10/13/21,LilAp,Ordospora,103.2,2.017867719
LA10B2,10,2,10/13/21,LilAp,Ordospora,103.2,2.017867719
LA10B3,10,3,10/13/21,LilAp,Ordospora,0,0
LA10B4,10,4,10/13/21,LilAp,Ordospora,0,0
LA10B5,10,5,10/13/21,LilAp,Ordospora,103.2,2.017867719
LA10B6,10,6,10/13/21,LilAp,Ordospora,0,0
LA11B0,11,0,10/27/21,LilAp,Ordospora,206.4,2.316808752
LA11B1,11,1,10/27/21,LilAp,Ordospora,410.65,2.61452812
LA11B2,11,2,10/27/21,LilAp,Ordospora,103.2,2.017867719
LA11B3,11,3,10/27/21,LilAp,Ordospora,0,0
LA11B4,11,4,10/27/21,LilAp,Ordospora,103.2,2.017867719
LA11B5,11,5,10/27/21,LilAp,Ordospora,103.2,2.017867719
LA11B6,11,6,10/27/21,LilAp,Ordospora,103.2,2.017867719
LA12B0,12,0,11/10/21,LilAp,Ordospora,103.2,2.017867719
LA12B1,12,1,11/10/21,LilAp,Ordospora,0,0
LA12B2,12,2,11/10/21,LilAp,Ordospora,103.2,2.017867719
LA12B3,12,3,11/10/21,LilAp,Ordospora,0,0
LA12B4,12,4,11/10/21,LilAp,Ordospora,206.4,2.316808752
LA12B5,12,5,11/10/21,LilAp,Ordospora,410.65,2.61452812
LA12B6,12,6,11/10/21,LilAp,Ordospora,103.2,2.017867719
LA1B1,1,1,6/9/21,LilAp,Metschnikowia,0,0
LA1B2,1,2,6/9/21,LilAp,Metschnikowia,0,0
LA1B3,1,3,6/9/21,LilAp,Metschnikowia,0,0
LA1B4,1,4,6/9/21,LilAp,Metschnikowia,0,0
LA1B5,1,5,6/9/21,LilAp,Metschnikowia,0,0
LA1B6,1,6,6/9/21,LilAp,Metschnikowia,0,0
LA2B1,2,1,6/23/21,LilAp,Metschnikowia,103.2,2.017867719
LA2B2,2,2,6/23/21,LilAp,Metschnikowia,206.4,2.316808752
LA2B3,2,3,6/23/21,LilAp,Metschnikowia,103.2,2.017867719
LA2B4,2,4,6/23/21,LilAp,Metschnikowia,103.2,2.017867719
LA2B5,2,5,6/23/21,LilAp,Metschnikowia,0,0
LA2B6,2,6,6/23/21,LilAp,Metschnikowia,147.576,2.171948662
LA3B1,3,1,7/7/21,LilAp,Metschnikowia,0,0
LA3B2,3,2,7/7/21,LilAp,Metschnikowia,103.2,2.017867719
LA3B3,3,3,7/7/21,LilAp,Metschnikowia,103.2,2.017867719
LA3B4,3,4,7/7/21,LilAp,Metschnikowia,0,0
LA3B5,3,5,7/7/21,LilAp,Metschnikowia,0,0
LA3B6,3,6,7/7/21,LilAp,Metschnikowia,122.808,2.092748708
LA4B1,4,1,7/21/21,LilAp,Metschnikowia,0,0
LA4B2,4,2,7/21/21,LilAp,Metschnikowia,0,0
LA4B3,4,3,7/21/21,LilAp,Metschnikowia,0,0
LA4B4,4,4,7/21/21,LilAp,Metschnikowia,0,0
LA4B5,4,5,7/21/21,LilAp,Metschnikowia,103.2,2.017867719
LA4B6,4,6,7/21/21,LilAp,Metschnikowia,0,0
LA5B1,5,1,8/4/21,LilAp,Metschnikowia,103.2,2.017867719
LA5B2,5,2,8/4/21,LilAp,Metschnikowia,103.2,2.017867719
LA5B3,5,3,8/4/21,LilAp,Metschnikowia,0,0
LA5B4,5,4,8/4/21,LilAp,Metschnikowia,0,0
LA5B5,5,5,8/4/21,LilAp,Metschnikowia,103.2,2.017867719
LA5B6,5,6,8/4/21,LilAp,Metschnikowia,0,0
LA6B1,6,1,8/18/21,LilAp,Metschnikowia,0,0
LA6B2,6,2,8/18/21,LilAp,Metschnikowia,0,0
LA6B3,6,3,8/18/21,LilAp,Metschnikowia,0,0
LA6B4,6,4,8/18/21,LilAp,Metschnikowia,0,0
LA6B5,6,5,8/18/21,LilAp,Metschnikowia,0,0
LA6B6,6,6,8/18/21,LilAp,Metschnikowia,0,0
LA7B1,7,1,9/1/21,LilAp,Metschnikowia,0,0
LA7B2,7,2,9/1/21,LilAp,Metschnikowia,0,0
LA7B3,7,3,9/1/21,LilAp,Metschnikowia,103.2,2.017867719
LA7B4,7,4,9/1/21,LilAp,Metschnikowia,0,0
LA7B5,7,5,9/1/21,LilAp,Metschnikowia,0,0
LA7B6,7,6,9/1/21,LilAp,Metschnikowia,0,0
LA8B0,8,0,9/15/21,LilAp,Metschnikowia,206.4,2.316808752
LA8B1,8,1,9/15/21,LilAp,Metschnikowia,0,0
LA8B2,8,2,9/15/21,LilAp,Metschnikowia,0,0
LA8B3,8,3,9/15/21,LilAp,Metschnikowia,206.4,2.316808752
LA8B4,8,4,9/15/21,LilAp,Metschnikowia,103.2,2.017867719
LA8B5,8,5,9/15/21,LilAp,Metschnikowia,103.2,2.017867719
LA8B6,8,6,9/15/21,LilAp,Metschnikowia,0,0
LA9B0,9,0,9/29/21,LilAp,Metschnikowia,103.2,2.017867719
LA9B1,9,1,9/29/21,LilAp,Metschnikowia,206.4,2.316808752
LA9B2,9,2,9/29/21,LilAp,Metschnikowia,0,0
LA9B3,9,3,9/29/21,LilAp,Metschnikowia,0,0
LA9B4,9,4,9/29/21,LilAp,Metschnikowia,0,0
LA9B5,9,5,9/29/21,LilAp,Metschnikowia,0,0
LA9B6,9,6,9/29/21,LilAp,Metschnikowia,473.688,2.676408253
LA10B0,10,0,10/13/21,LilAp,Metschnikowia,103.2,2.017867719
LA10B1,10,1,10/13/21,LilAp,Metschnikowia,206.4,2.316808752
LA10B2,10,2,10/13/21,LilAp,Metschnikowia,309.6,2.492201451
LA10B3,10,3,10/13/21,LilAp,Metschnikowia,513.85,2.711680717
LA10B4,10,4,10/13/21,LilAp,Metschnikowia,103.2,2.017867719
LA10B5,10,5,10/13/21,LilAp,Metschnikowia,206.4,2.316808752
LA10B6,10,6,10/13/21,LilAp,Metschnikowia,0,0
LA11B0,11,0,10/27/21,LilAp,Metschnikowia,410.65,2.61452812
LA11B1,11,1,10/27/21,LilAp,Metschnikowia,513.85,2.711680717
LA11B2,11,2,10/27/21,LilAp,Metschnikowia,821.3,2.91503029
LA11B3,11,3,10/27/21,LilAp,Metschnikowia,821.3,2.91503029
LA11B4,11,4,10/27/21,LilAp,Metschnikowia,206.4,2.316808752
LA11B5,11,5,10/27/21,LilAp,Metschnikowia,410.65,2.61452812
LA11B6,11,6,10/27/21,LilAp,Metschnikowia,307.45,2.489184775
LA12B0,12,0,11/10/21,LilAp,Metschnikowia,513.85,2.711680717
LA12B1,12,1,11/10/21,LilAp,Metschnikowia,412.8,2.616790486
LA12B2,12,2,11/10/21,LilAp,Metschnikowia,206.4,2.316808752
LA12B3,12,3,11/10/21,LilAp,Metschnikowia,103.2,2.017867719
LA12B4,12,4,11/10/21,LilAp,Metschnikowia,0,0
LA12B5,12,5,11/10/21,LilAp,Metschnikowia,1234.1,3.091702122
LA12B6,12,6,11/10/21,LilAp,Metschnikowia,821.3,2.91503029
LA1B1,1,1,6/9/21,LilAp,Pasteuria,103.2,2.017867719
LA1B2,1,2,6/9/21,LilAp,Pasteuria,0,0
LA1B3,1,3,6/9/21,LilAp,Pasteuria,0,0
LA1B4,1,4,6/9/21,LilAp,Pasteuria,0,0
LA1B5,1,5,6/9/21,LilAp,Pasteuria,0,0
LA1B6,1,6,6/9/21,LilAp,Pasteuria,336.432,2.528186266
LA2B1,2,1,6/23/21,LilAp,Pasteuria,0,0
LA2B2,2,2,6/23/21,LilAp,Pasteuria,0,0
LA2B3,2,3,6/23/21,LilAp,Pasteuria,0,0
LA2B4,2,4,6/23/21,LilAp,Pasteuria,103.2,2.017867719
LA2B5,2,5,6/23/21,LilAp,Pasteuria,0,0
LA2B6,2,6,6/23/21,LilAp,Pasteuria,0,0
LA3B1,3,1,7/7/21,LilAp,Pasteuria,0,0
LA3B2,3,2,7/7/21,LilAp,Pasteuria,0,0
LA3B3,3,3,7/7/21,LilAp,Pasteuria,0,0
LA3B4,3,4,7/7/21,LilAp,Pasteuria,0,0
LA3B5,3,5,7/7/21,LilAp,Pasteuria,0,0
LA3B6,3,6,7/7/21,LilAp,Pasteuria,0,0
LA4B1,4,1,7/21/21,LilAp,Pasteuria,0,0
LA4B2,4,2,7/21/21,LilAp,Pasteuria,0,0
LA4B3,4,3,7/21/21,LilAp,Pasteuria,0,0
LA4B4,4,4,7/21/21,LilAp,Pasteuria,0,0
LA4B5,4,5,7/21/21,LilAp,Pasteuria,0,0
LA4B6,4,6,7/21/21,LilAp,Pasteuria,0,0
LA5B1,5,1,8/4/21,LilAp,Pasteuria,103.2,2.017867719
LA5B2,5,2,8/4/21,LilAp,Pasteuria,103.2,2.017867719
LA5B3,5,3,8/4/21,LilAp,Pasteuria,0,0
LA5B4,5,4,8/4/21,LilAp,Pasteuria,103.2,2.017867719
LA5B5,5,5,8/4/21,LilAp,Pasteuria,0,0
LA5B6,5,6,8/4/21,LilAp,Pasteuria,0,0
LA6B1,6,1,8/18/21,LilAp,Pasteuria,103.2,2.017867719
LA6B2,6,2,8/18/21,LilAp,Pasteuria,103.2,2.017867719
LA6B3,6,3,8/18/21,LilAp,Pasteuria,206.4,2.316808752
LA6B4,6,4,8/18/21,LilAp,Pasteuria,0,0
LA6B5,6,5,8/18/21,LilAp,Pasteuria,0,0
LA6B6,6,6,8/18/21,LilAp,Pasteuria,206.4,2.316808752
LA7B1,7,1,9/1/21,LilAp,Pasteuria,103.2,2.017867719
LA7B2,7,2,9/1/21,LilAp,Pasteuria,513.85,2.711680717
LA7B3,7,3,9/1/21,LilAp,Pasteuria,206.4,2.316808752
LA7B4,7,4,9/1/21,LilAp,Pasteuria,410.65,2.61452812
LA7B5,7,5,9/1/21,LilAp,Pasteuria,513.85,2.711680717
LA7B6,7,6,9/1/21,LilAp,Pasteuria,381.238,2.58233386
LA8B0,8,0,9/15/21,LilAp,Pasteuria,103.2,2.017867719
LA8B1,8,1,9/15/21,LilAp,Pasteuria,307.45,2.489184775
LA8B2,8,2,9/15/21,LilAp,Pasteuria,307.45,2.489184775
LA8B3,8,3,9/15/21,LilAp,Pasteuria,410.65,2.61452812
LA8B4,8,4,9/15/21,LilAp,Pasteuria,617.05,2.791023611
LA8B5,8,5,9/15/21,LilAp,Pasteuria,617.05,2.791023611
LA8B6,8,6,9/15/21,LilAp,Pasteuria,410.65,2.61452812
LA9B0,9,0,9/29/21,LilAp,Pasteuria,103.2,2.017867719
LA9B1,9,1,9/29/21,LilAp,Pasteuria,0,0
LA9B2,9,2,9/29/21,LilAp,Pasteuria,0,0
LA9B3,9,3,9/29/21,LilAp,Pasteuria,0,0
LA9B4,9,4,9/29/21,LilAp,Pasteuria,410.65,2.61452812
LA9B5,9,5,9/29/21,LilAp,Pasteuria,103.2,2.017867719
LA9B6,9,6,9/29/21,LilAp,Pasteuria,705.59775,2.84917225
LA10B0,10,0,10/13/21,LilAp,Pasteuria,103.2,2.017867719
LA10B1,10,1,10/13/21,LilAp,Pasteuria,103.2,2.017867719
LA10B2,10,2,10/13/21,LilAp,Pasteuria,206.4,2.316808752
LA10B3,10,3,10/13/21,LilAp,Pasteuria,307.45,2.489184775
LA10B4,10,4,10/13/21,LilAp,Pasteuria,206.4,2.316808752
LA10B5,10,5,10/13/21,LilAp,Pasteuria,307.45,2.489184775
LA10B6,10,6,10/13/21,LilAp,Pasteuria,617.05,2.791023611
LA11B0,11,0,10/27/21,LilAp,Pasteuria,307.45,2.489184775
LA11B1,11,1,10/27/21,LilAp,Pasteuria,103.2,2.017867719
LA11B2,11,2,10/27/21,LilAp,Pasteuria,103.2,2.017867719
LA11B3,11,3,10/27/21,LilAp,Pasteuria,0,0
LA11B4,11,4,10/27/21,LilAp,Pasteuria,103.2,2.017867719
LA11B5,11,5,10/27/21,LilAp,Pasteuria,206.4,2.316808752
LA11B6,11,6,10/27/21,LilAp,Pasteuria,0,0
LA12B0,12,0,11/10/21,LilAp,Pasteuria,0,0
LA12B1,12,1,11/10/21,LilAp,Pasteuria,0,0
LA12B2,12,2,11/10/21,LilAp,Pasteuria,206.4,2.316808752
LA12B3,12,3,11/10/21,LilAp,Pasteuria,0,0
LA12B4,12,4,11/10/21,LilAp,Pasteuria,0,0
LA12B5,12,5,11/10/21,LilAp,Pasteuria,0,0
LA12B6,12,6,11/10/21,LilAp,Pasteuria,103.2,2.017867719
LA1B1,1,1,6/9/21,LilAp,Spirobacillus,4009.75,3.603225592
LA1B2,1,2,6/9/21,LilAp,Spirobacillus,3289.5,3.517261895
LA1B3,1,3,6/9/21,LilAp,Spirobacillus,206.4,2.316808752
LA1B4,1,4,6/9/21,LilAp,Spirobacillus,617.05,2.791023611
LA1B5,1,5,6/9/21,LilAp,Spirobacillus,513.85,2.711680717
LA1B6,1,6,6/9/21,LilAp,Spirobacillus,11095.247,4.045176115
LA2B1,2,1,6/23/21,LilAp,Spirobacillus,2979.9,3.474347407
LA2B2,2,2,6/23/21,LilAp,Spirobacillus,5656.65,3.752636077
